raw_id,text,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,schema_version,model,reviewer_label,reviewer_reasoning,final_label,reviewed_by,reviewed_at
gdelt-3dab732228dd,"Account for subsidy savings , APM tells Tinubu",neutral,0.58,0.93,calm,unclear,1.0,0.35,english,0.94,v3,jev-1.13.0,,,,,
nairaland-336d19b455b6,"Oxygenmayo : Lies everywhere. Sebi him talk say Nigerians are begging him to slow down since all their freezers are freezing. Who did this to us in Nigeria? They think we're dunce. Time would tell. What of his Penkelemess predecessor? https://www.youtube.com/watch?v=Lba6Uf64Ogc And Fashola the bragging bragger Fashola to Nigerians: 'If You Want to Have Stable Electricity Supply, Vote PDP Out in 2015' Jul 11, 2014. Lagos State Governor, Mr. Babatunde Fashola, while marking his 2,600 days in office at an elaborate ceremony held at the Blue Roof of the Lagos Television premises, has said voting out the ruling Peoples Democratic Party (PDP) from power in next year’s general election is the only way the country can have stable electricity. According to The Nation, Fashola said electricity crisis in the country is caused by lack of ideas and insincerity of purpose on the part of Federal Government. ""Yes I agree with you that it is possible to generate electricity and to make sure that everybody in this country has electricity, we have to do the right thing. But you know what, the only way that you and I will have electricity in this country will be to vote out the PDP. https://thenationonlineng.net/only-way-to-have-stable-electricity-is-to-vote-out-pdp-says-fashola/#google_vignette @@@@@@@@@@@@@@@@@@@@@@@@@ pendy79 : Lagos State Governor, Mr. Babatunde Fashola, on Sunday evening boasted that he could provide uninterrupted power supply to Lagos residents between six and eight months. Fashola spoke at the commissioning of 8.5 megawatts Lekki Independent Power Project (IPP), the fifth of such power projects in the last five years in the state. The governor said the addition of the Lekki IPP was a testament to the fact that stable power does not require rocket science to achieve in the country. While challenging power distribution companies in the state, Fashola said, “Let the Eko DISCOs sign a contract with me, giving part of their concessioning to the state government, in about six to eight months, there will be power in all homes in Lagos State,” Fashola said. He added, “So, let no one say that he has no money to deliver power for the entire country. This is the limit to which the law allows us to do, but we have done this to make a statement that power can be generated. So, when they come with lies that power is impossible, you can tell them that we have power here; we make it possible”. The project, courtesy of the state government, in partnership with Heritage Bank, is to serve Lagos State Water Corporations in Lekki Phase 1, Oniru, Victoria Island and Ikoyi, as well as over 25km of public lightening in the Lekki axis. http://dailyindependentnig.com/2015/03/can-provide-stable-power-eight-months-fashola-boasts/",not_about_candidate,0.78,0.04,strong,unclear,1.0,0.45,mixed,0.36,v3,jev-1.13.0,,,,,
nairaland-773e09107b01,"Re: Many Nigerians Still Lack Reliable Electricity Supply – Power Minister by oz4real83 ( m ): 8:38am Racoon : So which were begging you to switch off power that their ""freezers are now freezing"" some days ago?  It is understandable why every govt appointee under this Tinubu's irresponsible regime is a chronic irredeemable pathological liar. . The fish always start rotting from the head. They have made lying an official policy of govt. Hence they forge certificates, forge budgets, forge MDAs or anything forgeable. They breath lies! Small of lies. Ooze stench of lies and have lies genetically engrained in their DNA genome. Nigeria have never seen it this horrible. So sad! Too bad. do you know what alcohol and drugs can do? It can give you different personalities at different occasions, you will even be surprised if some of your statements and actions are replayed to you when you are sober🫪",not_about_candidate,0.72,0.02,very_strong,unclear,1.0,0.43,english,0.98,v3,jev-1.13.0,,,,,
nairaland-03c8c6e2d209,"Racoon : So which were begging you to switch off power that their ""freezers are now freezing"" some days ago?  It is understandable why every govt appointee under this Tinubu's irresponsible regime is a chronic irredeemable pathological liar. . The fish always start rotting from the head. They have made lying an official policy of govt. Hence they forge certificates, forge budgets, forge MDAs or anything forgeable. They breath lies! Small of lies. Ooze stench of lies and have lies genetically engrained in their DNA genome. Nigeria have never seen it this horrible. So sad! Too bad. do you know what alcohol and drugs can do? It can give you different personalities at different occasions, you will even be surprised if some of your statements and actions are replayed to you when you are sober🫪",not_about_candidate,0.79,0.02,very_strong,unclear,1.0,0.47,english,0.98,v3,jev-1.13.0,,,,,
nairaland-beee8465cf25,All these cover up will consume you all and not the country,negative,0.44,0.05,strong,unclear,1.0,0.27,english,0.95,v3,jev-1.13.0,,,,,
nairaland-698b7be3130d,they should just keep quiet and let time pass even though we will never forget nigeria once had a useless president.,not_about_candidate,0.49,0.02,strong,unclear,1.0,0.33,english,1.0,v3,jev-1.13.0,,,,,
nairaland-490698bc9fc2,Lord of lords and King of kings has spoken Hope oya rest because it has been decreed,not_about_candidate,0.7,0.02,strong,unclear,1.0,0.13,mixed,0.72,v3,jev-1.13.0,,,,,
nairaland-b073eb497e26,"Wike,the man who says it the way it is, no matter whose ox is gored.",not_about_candidate,0.68,0.04,moderate,unclear,0.97,0.27,english,0.93,v3,jev-1.13.0,,,,,
nairaland-944f43d1500a,D Igbos should support Wike in dis one....That 4th position governor didn't do well at all....we want him out n disgraced....dis is d only time I'll stand with Wike,not_about_candidate,0.67,0.02,strong,unclear,0.99,0.74,english,0.93,v3,jev-1.13.0,,,,,
nairaland-65cc5cc3beb4,crossbreedwears : Nigerians don't vote during Senate President position Will he not win the senatorial position in his state first and is it not the people that will vote him in before seeking to be the Senate President?,negative,0.54,0.05,mild,unclear,0.99,0.29,english,0.97,v3,jev-1.13.0,,,,,
nairaland-c45188c33c8f,"RichBoy247 : . You will vote, but WE will write the results. Anybody wey wan die, make he troop to the streets, our security agents will be waiting for you I you believe it will last forever?",not_about_candidate,0.53,0.02,very_strong,unclear,1.0,0.36,mixed,0.96,v3,jev-1.13.0,,,,,
nairaland-61145e4e5ea7,I only quoted what Wike said boss. tommykiwi : Will he not win the senatorial position in his state first and is it not the people that will vote him in before seeking to be the Senate President?,not_about_candidate,0.22,0.05,calm,unclear,0.99,0.27,english,0.94,v3,jev-1.13.0,,,,,
nairaland-d4c0703a4ae3,"Sugarboyy : He wasn't governor then and the Esans then went for Asue instead of Okpebholo. He is currently running an Esan agenda and he is massively developing Esan land. I'm from Uromi and I was at Uromi for the election on behalf of APC during the last senatorial election between Ikpea and Okojie and I can tell you that the whole of Esan land is currently under the grip of Okpebholo. The only problem in esanland currently is Yakubu who is on the ballot for senate under the NDC Who is Yakubu? With the appointment of Abu millionaire as coordinator of Edo north elections, the north is settled. One Thomas okosun was appointed for the central, I don't know him... I also noticed that after the Guber polls, APC have dominated Edo polls",negative,0.66,0.2,moderate,unclear,1.0,0.91,english,0.99,v3,jev-1.13.0,,,,,
nairaland-49a24ffc4b0e,This Wike man is over doing I think it's high time I call officer Yerima to put him in his place 😂😂,negative,0.6,0.03,moderate,unclear,0.87,0.35,english,0.69,v3,jev-1.13.0,,,,,
nairaland-a476e0a68a92,"Ofcourse you have to be against it. Are you not Fulani again. Anyway, State Police has come to stay whether you are for it or not.",not_about_candidate,0.62,0.03,strong,unclear,0.99,0.25,english,0.96,v3,jev-1.13.0,,,,,
nairaland-611af5bf3ea9,Isn't it funny how non Obidients wouldn't want to talk about the US linking Kwankwaso to the terrorism?,not_about_candidate,0.34,0.04,moderate,unclear,0.95,0.49,english,0.92,v3,jev-1.13.0,,,,,
nairaland-8104ccc9a881,"greatiyk4u : At the bolded, have you finally accepted reality? His submission is clear, the failure of the police and inability of the President to accept responsibility is the issue not State police and all that The President is responsible for your own failure indeed. Why u no go join the Nigerian police force, abi u no be Nigerian citizen.",negative,0.56,0.05,strong,unclear,0.99,0.38,mixed,0.53,v3,jev-1.13.0,,,,,
nairaland-ee4b3e3acd74,"SonOfDSoil01 : okay, unfortunately for you there is nothing you can do to Change that so your opinion is highly inconsequential. Obi has picked someone that is greater than him as vice president. No one can convince me that kwakwaso has respect for Obi. Kwakwaso is not on the same page with Obi and obidients would soon know who their VP is.",not_about_candidate,0.49,0.02,strong,unclear,0.95,0.32,english,0.93,v3,jev-1.13.0,,,,,
nairaland-a38b967fda72,Tareq1105 : Obi has picked someone that is greater than him as vice president. No one can convince me that kwakwaso has respect for Obi . Only Obidient Clowns loyal to the circus with tears in their ears even imagine that Dickson & Kwakwanso believe that the Apga Judas will win the general election & carry them along in his one term mandate.,not_about_candidate,0.75,0.02,strong,unclear,0.98,0.5,english,0.95,v3,jev-1.13.0,,,,,
nairaland-264e4c38a0d9,All northern candidates are too afraid of change just to continue to enslave other parts of the country. Play dirty politics to cajole unsuspecting voters and let there be option to freely exit Nigeria if there is a reversal of solutions driven policies,not_about_candidate,0.49,0.03,very_strong,unclear,1.0,0.37,english,1.0,v3,jev-1.13.0,,,,,
nairaland-dcc70a3f7bc1,He did not state why. So what the fuse,not_about_candidate,0.34,0.04,mild,unclear,1.0,0.16,english,0.91,v3,jev-1.13.0,,,,,
nairaland-2b7a7c5b9ff4,"SlahJoe : If he can support hisbah police, to me he's speaking from both sides of his mouth He supported hisbah but he doesn't support state police. NDC would take Nigeria back. NDC would not near presidency.",negative,0.6,0.03,strong,unclear,0.98,0.31,english,0.36,v3,jev-1.13.0,,,,,
nairaland-79ccbe0d78b2,"Me too, sincerely",not_about_candidate,0.63,0.04,mild,unclear,1.0,0.12,english,1.0,v3,jev-1.13.0,,,,,
nairaland-9b093fe2a95d,"favor914 : The President is responsible for your own failure indeed. Why u no go join the Nigerian police force, abi u no be Nigerian citizen. Do you know the work I do? Be careful",negative,0.59,0.02,strong,unclear,1.0,0.28,mixed,0.7,v3,jev-1.13.0,,,,,
nairaland-ee7cd13ca07d,"duro4chang : We know you now. We know your plan. To take over the country using terrorists But wait oo, why kidnapping news now reduce as elections campaign started? But this political class can do anything to distrupt any government not favorable to them",not_about_candidate,0.5,0.03,strong,unclear,1.0,0.37,english,0.69,v3,jev-1.13.0,,,,,
nairaland-b6337ec659e2,"greatiyk4u : Do you know the work I do ? Be careful U dey work for NUPENG, Why u no go join police? Yet u get mouth to dey abuse your president abi .",not_about_candidate,0.71,0.02,strong,unclear,1.0,0.53,mixed,0.78,v3,jev-1.13.0,,,,,
nairaland-e4b3007a1546,Tareq1105 : Obi has picked someone that is greater than him as vice president. No one can convince me that kwakwaso has respect for Obi. Kwakwaso is not on the same page with Obi and obidients would soon know who their VP is. 🤣🤣🤣🤣🤣 Obi is a boy………he don go carry wetin big pass am,not_about_candidate,0.66,0.03,strong,unclear,0.96,0.35,mixed,0.7,v3,jev-1.13.0,,,,,
nairaland-3f60056d0acd,"This alone, is enough to vote NDC. These jobless state Governors will so use state police to intimidate the citizenry. Properly equip the police, they can do better.",not_about_candidate,0.66,0.02,strong,unclear,1.0,0.37,english,0.99,v3,jev-1.13.0,,,,,
nairaland-4cfaab603f20,favor914 : Exact same words verbatim LagosOrigin used. So what are you insinuating?,not_about_candidate,0.5,0.03,moderate,unclear,1.0,0.22,english,0.97,v3,jev-1.13.0,,,,,
nairaland-d13fbe3288ad,"Mr Kwankwanso, you support hisbah police but you do not support state police, is God not wonderful? When Hisbah police go to destroy people's businesses and goods considered legal under the Nigerian constitution, the Governor is not misusing Hisbah abi!",not_about_candidate,0.55,0.03,strong,unclear,0.91,0.33,mixed,0.75,v3,jev-1.13.0,,,,,
nairaland-7003089b0c8a,greatiyk4u : So what are you insinuating? That both of u are not Nigerians.,negative,0.65,0.05,moderate,unclear,1.0,0.2,english,0.97,v3,jev-1.13.0,,,,,
nairaland-19a8d37c02fb,"Wickedfacts : You wey police nearly jail a few years ago? You dey beg police offline but online, you dey make mouth. No mind that greatiyk4u.",negative,0.67,0.06,strong,unclear,0.99,0.22,mixed,0.68,v3,jev-1.13.0,,,,,
nairaland-531b29012ab5,"boxypane : This alone, is enough to vote NDC . These jobless state Governors will so use state police to intimidate the citizenry. Properly equip the police, they can do better. Is It Kwakwanso Personal position, or the position of the party.",not_about_candidate,0.67,0.03,strong,unclear,0.99,0.4,english,0.79,v3,jev-1.13.0,,,,,
nairaland-b39a96f4b224,"So, what is his own proposed solution? Or, should the country continue in a state of insecurity because you don’t agree with a proposal but current solution has also failed. All developed countries that have a sizeable population, even less than Nigeria have Federal, State & Municipal police departments. If your state does not want state police or improve the security of your state, then don’t implement it but let states serious about their people and their security implement it for their own states.",not_about_candidate,0.4,0.04,strong,unclear,1.0,0.22,english,1.0,v3,jev-1.13.0,,,,,
nairaland-e4b3475db501,"Kukutente23 : Stop deceiving yourselves How will state police succeed where federal police failed Are you saying state police will be better trained and equipped Stop building castle in the air The fact that in your state and your region, your failed leaders cannot manage law enforcement and administration of justice does not mean others suffer the same misfortune. Go and check the effectiveness of KAROTA vs FRSC in Kano, LASTMA vs FRSC in Lagos and TRACE vs FRSC in Ogun.",not_about_candidate,0.51,0.02,strong,unclear,1.0,0.18,english,0.83,v3,jev-1.13.0,,,,,
nairaland-b464652176be,"omenka : Since this man started associating with Gringori and the Mob, he's been misfiring from all cylinders. Find out why state police was abolished in your country. It was enforced before, find out why it failed and with the crop of politicians we have now, I'm most sure of this would change what happened in the past.",not_about_candidate,0.7,0.02,strong,unclear,0.99,0.18,english,0.91,v3,jev-1.13.0,,,,,
nairaland-14b9f0d9d40a,Those of you in support of state police will eventually know what a police state is like. Brace up! A wicked hurricane in coming!,not_about_candidate,0.74,0.02,strong,unclear,1.0,0.16,english,1.0,v3,jev-1.13.0,,,,,
nairaland-401a1629778c,"Jakpon : Kwankwanso was the Governor of Kano who introduced Sharia Law and Hisbah(Islamic Police) to the State. This same Kwankwanso is opposed to State Police whereas his principal, Peter Obi once said he is in support of it. . You this man, that bleached AdaObi picture wey you post, shey you go enter Heaven like this? AdaObi come be like Uzodinma wey Wike go beat up anytime the two of them meet for road",not_about_candidate,0.63,0.03,strong,unclear,0.97,0.6,mixed,0.91,v3,jev-1.13.0,,,,,
nairaland-296102de44af,"Wickedfacts : The fact that in your state and your region, your failed leaders cannot manage law enforcement and administration of justice does not mean others suffer the same misfortune. Go and check the effectiveness of KAROTA vs FRSC in Kano, LASTMA vs FRSC in Lagos and TRACE vs FRSC in Ogun. It is a testament to you intelligence level that you're comparing traffic management with insecurity",not_about_candidate,0.78,0.02,strong,unclear,1.0,0.3,english,0.92,v3,jev-1.13.0,,,,,
nairaland-2083a1d44a1b,[ baba dey cap dust abeg. This one na make e no be like say him no talk anything. At all at all na him bad pass. Anywaysss..... he's asking for reconciliation with abba gida gida of kano and so far the kano indigenes I've interviewed don't think he has as much relevance again compared to abbaquote author=tishbite41 post=140717148]Kwankwaso just dey cap anyhow o [/quote],not_about_candidate,0.45,0.03,strong,unclear,0.9,0.41,mixed,0.97,v3,jev-1.13.0,,,,,
nairaland-af13e65b8dbd,Obedient and Obi supporters see your life They are exposing themselves .... Another psuedo Buhari in the making,negative,0.71,0.04,strong,unclear,0.98,0.57,english,0.82,v3,jev-1.13.0,,,,,
nairaland-e4d31619f3ad,Re: I Am Against State Police — Kwankwaso by GUNITGuy : 12:01am mastermaestro : Those of you in support of state police will eventually know what a police state is like. Brace up! A wicked hurricane in coming! Better a stats police were you can control your security and relinquishing your security to strangers who are accomplice to crime as it's done in Benue and Jos ....Just imagined it just 2percent of Berom men or idoma  are armed to secure their Territory let me see which Fulani supporter of APC would fly,not_about_candidate,0.73,0.02,very_strong,unclear,0.99,0.49,english,0.95,v3,jev-1.13.0,,,,,
nairaland-180b94b8c2bf,"Re: I Am Against State Police — Kwankwaso by vRendoh ( m ): 12:18am The dog and pig were never made to be friends if not for desperacy. The ideologies completely opposite. No to state police?! Ahh, na wao",negative,0.49,0.05,moderate,unclear,0.97,0.38,mixed,0.88,v3,jev-1.13.0,,,,,
nairaland-d85ae9cc96d7,"The dog and pig were never made to be friends if not for desperacy. The ideologies completely opposite. No to state police?! Ahh, na wao",not_about_candidate,0.38,0.04,moderate,unclear,0.99,0.22,mixed,0.83,v3,jev-1.13.0,,,,,
nairaland-0909c4b9dea4,Re: I Am Against State Police — Kwankwaso by LordIsaac ( m ): 12:58am One Nijeriya has spoken!,not_about_candidate,0.51,0.05,strong,unclear,0.98,0.31,english,0.77,v3,jev-1.13.0,,,,,
nairaland-c9a1652a3eea,One Nijeriya has spoken!,not_about_candidate,0.42,0.07,strong,unclear,0.99,0.27,english,0.78,v3,jev-1.13.0,,,,,
nairaland-821719cd4f61,"Re: I Am Against State Police — Kwankwaso by Greattha : 3:49am * . Modified: 4:25am Pseudo-intellectuals-Na wa o...someone gave his personal opinion,  you twisted it to be his party's opinion... Aside from storming the forest (which we all know is a lie...much like your oga promised security, cheap fuel and steady power supply only for killings to skyrocket, nigerians buying fuel at 1.4k+/L etc by the way) ....what has this one you support done differently on this your list...but nooooo...na gringory be una problem.🤡.. O boy, una no suppose dey campaign at all cos y'all have nufin to offer. Not a fan of the guy but It seems gringory is and will always be your worst nightmare omenka : I won't be surprised if Obidients begin to accuse him of working for Tinubu. Here are what the NDC candidates have promised to do so far: 1. Gringori says he'd personally storm any forest in the country and rescue kidnap victims, commando style, within three days of their abduction. He says he doesn't care if there are casualties, but some would be rescued nonetheless. 2. Gringori said he'd negotiate with terrorists to bring an end to insecurity. 3. Kwankwaso says the party is against state police. Ladies and gentlemen, behold one of the presidential contestants. 👏",not_about_candidate,0.79,0.02,strong,unclear,0.99,0.44,mixed,0.91,v3,jev-1.13.0,,,,,
nairaland-4b67fc2ef0cc,"Re: I Am Against State Police — Kwankwaso by TokoEkambi : 4:19am This is from a clown that had hisbah working under him. These lot are never serious. But he's deputising their messiah, so he's a hero (to them).",negative,0.53,0.05,strong,unclear,0.92,0.39,english,0.72,v3,jev-1.13.0,,,,,
nairaland-731e95579276,Re: I Am Against State Police — Kwankwaso by zoedew : 5:41am * . Modified: 6:05am omenka : https://www.instagram.com/p/DdmP-0ns7Dv/?stkn=aa2h2bXlycjN3bjA5. But this is what he said in 2023- “ https://www.nairaland.com/7431968/2023-open-restructuring-state-police#118369324 ”. Now very clear that Kwaks is very unstable and lacks capacity to rule Nigeria. He cannot appreciate that Nigeria cannot be effectively policed by a Unitary police force. He just blew 2031!,not_about_candidate,0.66,0.03,strong,unclear,0.99,0.45,english,0.92,v3,jev-1.13.0,,,,,
nairaland-61a50d40d6fc,omenka : https://www.instagram.com/p/DdmP-0ns7Dv/?stkn=aa2h2bXlycjN3bjA5. But this is what he said in 2023- “ https://www.nairaland.com/7431968/2023-open-restructuring-state-police#118369324 ”. Now very clear that Kwaks is very unstable and lacks capacity to rule Nigeria. He cannot appreciate that Nigeria cannot be effectively policed by a Unitary police force. He just blew 2031!,not_about_candidate,0.52,0.04,strong,unclear,1.0,0.36,english,0.94,v3,jev-1.13.0,,,,,
nairaland-bd2cd417b4e1,omenka : https://www.instagram.com/p/DdmP-0ns7Dv/?stkn=aa2h2bXlycjN3bjA5. Hmn... Hoebeedients in dilemma They will now struggle to justify the contradictions between obi and Kwankwanso. This is wonderful 😊 Tinubu till 2031.,not_about_candidate,0.4,0.04,moderate,unclear,0.95,0.75,mixed,0.81,v3,jev-1.13.0,,,,,
nairaland-301fdbfa4072,Re: I Am Against State Police — Kwankwaso by Codes151 ( m ): 6:07am Because they know they are part of the terrorists,negative,0.38,0.04,strong,unclear,0.98,0.38,english,0.98,v3,jev-1.13.0,,,,,
nairaland-2ceb2603f6b3,Because they know they are part of the terrorists,negative,0.41,0.06,strong,unclear,1.0,0.22,english,1.0,v3,jev-1.13.0,,,,,
nairaland-c080cfcaff74,Re: I Am Against State Police — Kwankwaso by Parachoko : 6:23am Greattha : So Shetima that you support and buhari you supported aren't  advocating fulani supremacy right? 🤡🤡🤡...Oloorun 🤡 Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment,not_about_candidate,0.65,0.03,strong,unclear,0.94,0.61,mixed,0.91,v3,jev-1.13.0,,,,,
nairaland-f46e3b9f0531,Greattha : So Shetima that you support and buhari you supported aren't  advocating fulani supremacy right? 🤡🤡🤡...Oloorun 🤡 Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment,not_about_candidate,0.7,0.02,strong,unclear,0.94,0.46,mixed,0.89,v3,jev-1.13.0,,,,,
nairaland-4906abc815f2,"Re: I Am Against State Police — Kwankwaso by Hellisreal70 : 6:27am With this statement it is like this man is a weapon fashioned against our man. Well,  just speaking as a southern Christian.",negative,0.17,0.04,strong,unclear,0.98,0.46,english,0.99,v3,jev-1.13.0,,,,,
nairaland-da5f7ae2fff7,"With this statement it is like this man is a weapon fashioned against our man. Well,  just speaking as a southern Christian.",negative,0.78,0.04,strong,unclear,1.0,0.25,english,1.0,v3,jev-1.13.0,,,,,
nairaland-6fde09a33dfa,Re: I Am Against State Police — Kwankwaso by Raf4 : 6:32am But you support hisbah police with full chest..... we're taking notes 📝,negative,0.4,0.04,strong,unclear,0.96,0.38,english,0.75,v3,jev-1.13.0,,,,,
nairaland-ef20976ca1dc,But you support hisbah police with full chest..... we're taking notes 📝,negative,0.51,0.05,strong,unclear,0.98,0.29,english,0.68,v3,jev-1.13.0,,,,,
nairaland-073e20f99975,Re: I Am Against State Police — Kwankwaso by zoedew : 6:40am Parachoko : Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment You are correct!! Too many Nigerians for comfort who  do not read!,not_about_candidate,0.62,0.04,strong,unclear,0.94,0.4,mixed,0.88,v3,jev-1.13.0,,,,,
nairaland-bd97d706b127,Parachoko : Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment You are correct!! Too many Nigerians for comfort who  do not read!,not_about_candidate,0.69,0.03,strong,unclear,0.92,0.2,mixed,0.82,v3,jev-1.13.0,,,,,
nairaland-1596c932df68,"Re: I Am Against State Police — Kwankwaso by dederocs ( m ): 6:41am Abokii na aboki, bad",negative,0.34,0.04,mild,unclear,0.96,0.32,mixed,0.69,v3,jev-1.13.0,,,,,
nairaland-05196cdb60aa,"Abokii na aboki, bad",negative,0.38,0.04,mild,unclear,0.98,0.26,mixed,0.54,v3,jev-1.13.0,,,,,
nairaland-ca6854cb5a12,"Hellisreal70 : With this statement it is like this man is a weapon fashioned against our man. Well,  just speaking as a southern Christian. Peter Obi is his own worst enemy not Kwaks! Peter Obi, out of desperation, for the Presidency is in bed with an alleged terrorist who, on one hand stands for Hisbah Police for the advancement of Islam while on the other hand now opposes State Police meant to assure security for the ordinary Nigerian.",not_about_candidate,0.59,0.03,strong,unclear,0.98,0.75,english,0.94,v3,jev-1.13.0,,,,,
nairaland-0a36e6644196,"Re: I Am Against State Police — Kwankwaso by greatiyk4u ( m ): 6:46am Wickedfacts : You wey police nearly jail a few years ago? Police dey slap you and you dey beg, you dey beg police offline. But online, you dey make mouth. That was 11 years ago as an undergraduate,......thanks for reminding me, going forward it's my time to revenge",not_about_candidate,0.38,0.04,strong,unclear,0.98,0.34,mixed,0.95,v3,jev-1.13.0,,,,,
nairaland-fcc8db60f2b1,"Wickedfacts : You wey police nearly jail a few years ago? Police dey slap you and you dey beg, you dey beg police offline. But online, you dey make mouth. That was 11 years ago as an undergraduate,......thanks for reminding me, going forward it's my time to revenge",not_about_candidate,0.46,0.04,strong,unclear,1.0,0.09,mixed,0.77,v3,jev-1.13.0,,,,,
nairaland-dd72a8cf9e62,Re: I Am Against State Police — Kwankwaso by Tilewizy : 6:51am omenka : https://www.instagram.com/p/DdmP-0ns7Dv/?stkn=aa2h2bXlycjN3bjA5. I'm not sure he is reasoning well,negative,0.52,0.06,mild,unclear,0.98,0.33,english,0.63,v3,jev-1.13.0,,,,,
nairaland-22082798f22e,omenka : https://www.instagram.com/p/DdmP-0ns7Dv/?stkn=aa2h2bXlycjN3bjA5. I'm not sure he is reasoning well,negative,0.67,0.1,mild,unclear,1.0,0.3,english,0.91,v3,jev-1.13.0,,,,,
nairaland-b0acb632da00,"Re: I Am Against State Police — Kwankwaso by Greattha : 7:11am * . Modified: 7:50am Pele o choko ignorant🤡...Wether Kanuri, werher Yoruba,Igbo or hausa...as long as you're a terrorist apologist, you advocate fulani supremacy. Parachoko : Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment",not_about_candidate,0.59,0.03,strong,unclear,0.97,0.38,mixed,0.93,v3,jev-1.13.0,,,,,
nairaland-d0a761b360d6,"Pele o choko ignorant🤡...Wether Kanuri, werher Yoruba,Igbo or hausa...as long as you're a terrorist apologist, you advocate fulani supremacy. Parachoko : Is Shettima a Fulani Man? Una go just dey disgrace unaself with Una ignorant comment",not_about_candidate,0.55,0.03,very_strong,unclear,0.93,0.21,mixed,0.91,v3,jev-1.13.0,,,,,
nairaland-8946bf3461fe,"Re: I Am Against State Police — Kwankwaso by Mrexcell ( m ): 7:16am seunmsg : It would have been a wonder of the world if a major backer of fulani supremacy and insurgency is in support of a policing system that will stop violent Islamic and land grabbing terrorists from killing and displacing Christian farmers and families in the north central. Sadly, this is the character Peter Obi has decided to align with against the Northern Christian people who voted for him in 2023. The betrayal couldn't even be louder. What about ur tinibu that choosed a known bokoharam supporter as his vice?",not_about_candidate,0.69,0.03,very_strong,unclear,0.99,0.57,english,0.44,v3,jev-1.13.0,,,,,
nairaland-04455abcc1b8,"seunmsg : It would have been a wonder of the world if a major backer of fulani supremacy and insurgency is in support of a policing system that will stop violent Islamic and land grabbing terrorists from killing and displacing Christian farmers and families in the north central. Sadly, this is the character Peter Obi has decided to align with against the Northern Christian people who voted for him in 2023. The betrayal couldn't even be louder. What about ur tinibu that choosed a known bokoharam supporter as his vice?",not_about_candidate,0.73,0.02,very_strong,unclear,0.99,0.53,english,0.67,v3,jev-1.13.0,,,,,
nairaland-114d1984d37b,"Re: I Am Against State Police — Kwankwaso by commoditiesnig ( m ): 7:19am What a ridiculous comment omenka : Since this man started associating with Gringori and the Mob, he's been misfiring from all cylinders. Lol 😂 I tire o",negative,0.41,0.03,strong,unclear,0.97,0.46,english,0.55,v3,jev-1.13.0,,,,,
nairaland-386bd8c6334b,"Re: I Am Against State Police — Kwankwaso by Jd10k ( m ): 7:59am Lastmankc : What about your drug lord that is an acting president in France what a great achievement for a Nigeria president to be acting president in France. for your information China president, Russian president, south Africa and Egypt president are not in the disUNITED NATION MEETING.",not_about_candidate,0.6,0.03,strong,unclear,0.99,0.48,english,0.95,v3,jev-1.13.0,,,,,
nairaland-6b430f50e6be,"Lastmankc : What about your drug lord that is an acting president in France what a great achievement for a Nigeria president to be acting president in France. for your information China president, Russian president, south Africa and Egypt president are not in the disUNITED NATION MEETING.",not_about_candidate,0.52,0.02,strong,unclear,1.0,0.44,english,0.97,v3,jev-1.13.0,,,,,
nairaland-d0682e412598,"Akpakomiza2 : Omar Suleiman is not going anywhere in Adamawa, Haske has left to apm Haske leaving APC to defect to APM is a big problem for the APC gubernatorial candidate.",not_about_candidate,0.15,0.93,moderate,unclear,0.99,0.59,english,0.33,v3,jev-1.13.0,,,,,
nairaland-0e04f85ac8bf,"Penguin2 : Or maybe new facts are now available to him that has nullified his previous position which is what informed his current decision. You like to doubt it, but Obi is Nigeria’s next president. A circus stage performer you are",not_about_candidate,0.47,0.03,strong,unclear,0.99,0.49,english,0.99,v3,jev-1.13.0,,,,,
nairaland-a528b9bb73e2,"Re: NDC delegates Babachir Lawal to oversee activities in NE & NC zones (vid) by Akpakomiza2 : 12:14am AMINDA : Haske leaving APC to defect to APM is a big problem for the APC gubernatorial candidate. Which problem? APC is overloaded. ADC in Adamawa is empty, they where begging for Haske",not_about_candidate,0.24,0.89,moderate,unclear,0.96,0.65,mixed,0.48,v3,jev-1.13.0,,,,,
nairaland-e9b731d7d23b,"AMINDA : Haske leaving APC to defect to APM is a big problem for the APC gubernatorial candidate. Which problem? APC is overloaded. ADC in Adamawa is empty, they where begging for Haske",positive,0.12,0.91,moderate,unclear,0.99,0.56,english,0.46,v3,jev-1.13.0,,,,,
nairaland-304748d840b7,"Re: NDC delegates Babachir Lawal to oversee activities in NE & NC zones (vid) by Moneybadger : 1:54am Exousiang01 : Person wer just enter. Someone just entered and you hand over the structures of two Geopolitical zones to him in less than 24hrs. Na wa oh Na script them dey play na, obi go learn for the last episode",not_about_candidate,0.47,0.02,strong,unclear,0.96,0.31,mixed,0.9,v3,jev-1.13.0,,,,,
