raw_id,text,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,schema_version,model,reviewer_label,reviewer_reasoning,final_label,reviewed_by,reviewed_at
nairaland-d61d1d2fd081,"Good move Seun but I wonder if this is not coming too late. Nairaland has wide readership and followership and moulds opinions. Things shouldn't have been allowed to degenerate to this level. That said, better late than never. You will keep DSS and other security agencies at bay too. Best of luck!!",positive,0.37,0.03,moderate,unclear,1.0,0.16,english,0.99,v3,jev-1.13.0,,,,,
nairaland-ce697c198b97,", 2023 Better late than never. At least, we can have some sanity here. This should have been done before the elections though",not_about_candidate,0.42,0.04,moderate,unclear,1.0,0.21,english,0.99,v3,jev-1.13.0,,,,,
nairaland-75b643008074,"Better late than never. At least, we can have some sanity here. This should have been done before the elections though",not_about_candidate,0.35,0.04,moderate,unclear,1.0,0.21,english,1.0,v3,jev-1.13.0,,,,,
nairaland-c46da0b0ae77,", 2023 Better late than never",not_about_candidate,0.52,0.04,mild,unclear,1.0,0.15,english,0.99,v3,jev-1.13.0,,,,,
nairaland-257a94e87537,Better late than never,not_about_candidate,0.7,0.05,mild,unclear,1.0,0.13,english,1.0,v3,jev-1.13.0,,,,,
nairaland-0acfdd439128,", 2023 Good, Mr Seun.",not_about_candidate,0.69,0.03,mild,unclear,1.0,0.18,english,0.91,v3,jev-1.13.0,,,,,
nairaland-ae62a31e9753,"Good, Mr Seun.",not_about_candidate,0.74,0.03,mild,unclear,1.0,0.17,english,0.99,v3,jev-1.13.0,,,,,
nairaland-f92a0301a4a0,", 2023 A Mod like Mynd44 is emotionally biased, and not capable of  cleansing NL of ethnic tribal bigotry, because his record shows that he is part of the problem.",not_about_candidate,0.7,0.03,strong,unclear,1.0,0.17,english,0.98,v3,jev-1.13.0,,,,,
nairaland-814ca674bd8a,"DSS DON HALA YOU BA?, you refused to listen after many calls to act. It took DSS Seun : Fellow Nairalanders, We have noticed the use of ethnic slurs and other derogatory names by a small but persistent group of political actors and trolls. This practice of derogatory name-calling adds no value to the forum. It's bad for our mental health, our harmony as a community, and the reputation of Nairaland. It's simply toxic. It's absence and the absence of the people who use those slurs will not be missed. Therefore I have decided to ban the practice entirely. I have instructed dominique, mukina2, Lalasticlala and Mynd44 to ban anyone who uses an ethnic slur or derogatory name on Nairaland. The antispam bot will also contribute to the effort. Please report any case that you see. - Seun Osewa, Founder of Nairaland Anyway, I don carry belle and pick your calls. I just keep quiet, you deleting my threadi about our affairs. You have 48hrs otherwise I will go to gistlover",not_about_candidate,0.78,0.02,strong,unclear,0.95,0.16,mixed,0.78,v3,jev-1.13.0,,,,,
nairaland-fb2b3c2ea24d,", 2023 No hate only truth",not_about_candidate,0.78,0.04,mild,unclear,1.0,0.17,english,0.99,v3,jev-1.13.0,,,,,
nairaland-b4ea89e3fe2b,No hate only truth,not_about_candidate,0.78,0.04,calm,unclear,1.0,0.14,english,1.0,v3,jev-1.13.0,,,,,
nairaland-2c343e30339d,", 2023 After 10yrs? You are not serious. Maybe, cos of recent event happening in the country, guy man is afraid.",negative,0.67,0.04,moderate,unclear,1.0,0.25,english,0.41,v3,jev-1.13.0,,,,,
nairaland-6a5197591cfa,"After 10yrs? You are not serious. Maybe, cos of recent event happening in the country, guy man is afraid.",negative,0.75,0.05,moderate,unclear,1.0,0.27,english,0.6,v3,jev-1.13.0,,,,,
nairaland-f719c642401f,", 2023 Weldone Seun",not_about_candidate,0.42,0.04,mild,unclear,0.95,0.28,english,0.33,v3,jev-1.13.0,,,,,
nairaland-8f1fea69a2f6,", 2023 Davash222 : Yeah, most hardworking in tribalism and segregation. Una don start",not_about_candidate,0.36,0.03,strong,unclear,0.99,0.2,mixed,0.7,v3,jev-1.13.0,,,,,
nairaland-3d09d4a7684f,"Davash222 : Yeah, most hardworking in tribalism and segregation. Una don start",not_about_candidate,0.33,0.03,strong,unclear,0.99,0.19,mixed,0.63,v3,jev-1.13.0,,,,,
nairaland-148cd26a7440,", 2023 AS THEY always come here to show us their home training",negative,0.28,0.04,mild,unclear,1.0,0.2,english,0.95,v3,jev-1.13.0,,,,,
nairaland-084011ba0f01,AS THEY always come here to show us their home training,negative,0.35,0.05,mild,unclear,1.0,0.24,english,0.95,v3,jev-1.13.0,,,,,
nairaland-55c0e086bc44,", 2023 Now this is something I'd love to see. Person no fit even read news in peace again",not_about_candidate,0.42,0.05,moderate,unclear,1.0,0.21,english,0.43,v3,jev-1.13.0,,,,,
nairaland-66d5fb5cbfec,Now this is something I'd love to see. Person no fit even read news in peace again,negative,0.24,0.05,moderate,unclear,1.0,0.25,mixed,0.46,v3,jev-1.13.0,,,,,
nairaland-266cbcae0e6c,", 2023 Nice one! Long over due. Please be very strict about this Mr moderator",not_about_candidate,0.61,0.03,moderate,unclear,1.0,0.16,english,0.97,v3,jev-1.13.0,,,,,
nairaland-f5a22cea9ce6,Nice one! Long over due. Please be very strict about this Mr moderator,not_about_candidate,0.75,0.04,moderate,unclear,1.0,0.16,english,1.0,v3,jev-1.13.0,,,,,
nairaland-44b075378ae2,", 2023 ok. we don hear",not_about_candidate,0.73,0.05,calm,unclear,1.0,0.15,english,0.36,v3,jev-1.13.0,,,,,
nairaland-91757fac1dce,", 2023 alfa666 : They can try all they want to force me to love them. I and my people will never love dirty backstabbers. Never! Betrayers that think they are cunning! Never. Mynd44 lalasticlala",negative,0.36,0.02,very_strong,unclear,1.0,0.13,english,0.71,v3,jev-1.13.0,,,,,
nairaland-0a0ae90258bc,alfa666 : They can try all they want to force me to love them. I and my people will never love dirty backstabbers. Never! Betrayers that think they are cunning! Never. Mynd44 lalasticlala,negative,0.38,0.02,very_strong,unclear,1.0,0.18,english,0.53,v3,jev-1.13.0,,,,,
nairaland-21582b9f29f6,", 2023 Hope it worked",not_about_candidate,0.65,0.03,mild,unclear,1.0,0.12,english,1.0,v3,jev-1.13.0,,,,,
nairaland-d390f9b5b40a,Hope it worked,not_about_candidate,0.72,0.04,mild,unclear,1.0,0.12,english,1.0,v3,jev-1.13.0,,,,,
nairaland-c8ca756d6d6a,", 2023 Asgard13 : This is a good option..even though na good mod.. but most times .  E Dey touch am emotionally.. One love Mynd44 If we see truth, make we dey talk am boldly. Everybody for nairaland know say Mynd44 dey bias/partial.",not_about_candidate,0.63,0.03,moderate,unclear,1.0,0.18,mixed,0.78,v3,jev-1.13.0,,,,,
nairaland-653d72e6aa8e,"Asgard13 : This is a good option..even though na good mod.. but most times .  E Dey touch am emotionally.. One love Mynd44 If we see truth, make we dey talk am boldly. Everybody for nairaland know say Mynd44 dey bias/partial.",not_about_candidate,0.67,0.03,moderate,unclear,1.0,0.18,mixed,0.82,v3,jev-1.13.0,,,,,
news_dailypost-d7086e4d4cbe,"Rainbow Coalition: APC needs Wike more, he has qualities like Tinubu – Jibrin. House of Representatives member representing Kiru/Bebeji Federal Constituency, Hon. Abdulmumin Jibrin, has told the Progressive Governors Forum, PGF, that the All Progressives Congress, APC, needs the Minister of the Federal Capital Territory, Nyesom Wike, more than the former Rivers State governor needs the ruling party. He also pointed out that other political parties, such as [&#8230;] 
  Rainbow Coalition: APC needs Wike more, he has qualities like Tinubu &#8211; Jibrin",not_about_candidate,1.0,0.02,mild,unclear,0.75,0.84,english,1.0,v3,jev-1.13.0,,,,,
news_tribune-61a8792dcbfb,"The stranger in APC’s kitchen. History is replete with instances where strangers take over the homesteads of their hosts. The wisest of humanity ever, Orunmila, on three different occasions lost his home to the strangers he took home; some out of pity and the others as apprentices. 
 The post  The stranger in APC’s kitchen  appeared first on  Tribune Online .",not_about_candidate,0.57,0.04,mild,unclear,1.0,0.43,english,0.99,v3,jev-1.13.0,,,,,
nairaland-5c21bfa5ab80,", 2023 Well done seun that's the way forward",positive,0.73,0.04,mild,unclear,1.0,0.23,mixed,0.47,v3,jev-1.13.0,,,,,
nairaland-5fa9011d0b37,Well done seun that's the way forward,positive,0.74,0.04,moderate,unclear,0.99,0.23,english,0.42,v3,jev-1.13.0,,,,,
nairaland-e95960b9d71d,", 2023 * . Modified: 4:28am On May 16 , 2023 Corridon : But why banning Fahdiga for four months? Is it fair? He was the one who initiated the insult. Why don't you ban both of them equally or are some people more sacred than others? Cc Seun. .",not_about_candidate,0.7,0.02,strong,unclear,0.98,0.19,english,0.99,v3,jev-1.13.0,,,,,
nairaland-104123472350,Corridon : But why banning Fahdiga for four months? Is it fair? He was the one who initiated the insult. Why don't you ban both of them equally or are some people more sacred than others? Cc Seun. .,not_about_candidate,0.61,0.02,strong,unclear,0.98,0.29,english,0.92,v3,jev-1.13.0,,,,,
nairaland-3f4aba006592,", 2023 Floxyijeoma : , i support your idea which stupid idea? so they can turn this place to a dss hunting ground for people with dissenting opinions, rubbish.",negative,0.49,0.03,strong,Dass,0.91,0.19,english,0.9,v3,jev-1.13.0,,,,,
nairaland-997012fa13b8,"Floxyijeoma : , i support your idea which stupid idea? so they can turn this place to a dss hunting ground for people with dissenting opinions, rubbish.",negative,0.33,0.04,strong,Dass,0.91,0.22,english,0.76,v3,jev-1.13.0,,,,,
nairaland-8e5bd59e0fac,", 2023 Good! Very laudable. It had gotten way too much! Bigots inhere be turning Nairaland threads to battle grounds for ethnic warfare.",not_about_candidate,0.54,0.04,strong,unclear,1.0,0.12,english,0.93,v3,jev-1.13.0,,,,,
nairaland-cfb2af13e969,Good! Very laudable. It had gotten way too much! Bigots inhere be turning Nairaland threads to battle grounds for ethnic warfare.,not_about_candidate,0.57,0.04,strong,unclear,1.0,0.11,english,0.94,v3,jev-1.13.0,,,,,
nairaland-303081771d35,", 2023 TheSameGuy : Whatever rocks you both boats, if you're so COWARD to acknowledged you're also Fahdiga, Malory I'm not. I'm not scared of being ban. It'll make me relax and concentrate on my activities off Nairaland Sharap.",not_about_candidate,0.71,0.02,strong,unclear,0.94,0.09,english,0.76,v3,jev-1.13.0,,,,,
nairaland-24f2a52c1f29,"TheSameGuy : Whatever rocks you both boats, if you're so COWARD to acknowledged you're also Fahdiga, Malory I'm not. I'm not scared of being ban. It'll make me relax and concentrate on my activities off Nairaland Sharap.",not_about_candidate,0.72,0.03,strong,unclear,0.95,0.13,english,0.77,v3,jev-1.13.0,,,,,
nairaland-98bd0449c416,", 2023 So many ppl here will insult seun on his own forum ooo. Y ?? Twitter is almost worse, there they have even accused   him of inciting violence. Then they will shout bigot ! Insatiables !",not_about_candidate,0.62,0.03,strong,unclear,1.0,0.18,english,0.89,v3,jev-1.13.0,,,,,
nairaland-8b2afae7cc2d,"So many ppl here will insult seun on his own forum ooo. Y ?? Twitter is almost worse, there they have even accused   him of inciting violence. Then they will shout bigot ! Insatiables !",not_about_candidate,0.62,0.03,strong,unclear,1.0,0.19,english,0.83,v3,jev-1.13.0,,,,,
nairaland-6e39b3f25570,", 2023 Welcome development.",not_about_candidate,0.55,0.04,calm,unclear,1.0,0.14,english,0.98,v3,jev-1.13.0,,,,,
nairaland-86152ed36cc5,Welcome development.,not_about_candidate,0.61,0.03,calm,unclear,1.0,0.13,english,0.98,v3,jev-1.13.0,,,,,
nairaland-a83d9547718d,", 2023 Even though you ban them from commenting, you can't ban the heart from speaking .....",not_about_candidate,0.46,0.05,moderate,unclear,1.0,0.14,english,0.99,v3,jev-1.13.0,,,,,
nairaland-72af05ddab79,"Even though you ban them from commenting, you can't ban the heart from speaking .....",not_about_candidate,0.47,0.04,moderate,unclear,1.0,0.13,english,0.99,v3,jev-1.13.0,,,,,
nairaland-687d98af2b40,TheSameGuy : Mynd44 Nlfpmod Dominique mukina2 This guy broke rule 2 Calling someone ozuor What does Uzuor mean?,not_about_candidate,0.71,0.03,mild,unclear,0.95,0.2,english,0.77,v3,jev-1.13.0,,,,,
nairaland-77b36561034e,There's a certain tribe that has this pull him down syndrome. They so much believe in mob action as a way to press their sentiment home. Mynd44 is now their target as a water test for Nairaland. They do mistake cunningness for wisdom.,not_about_candidate,0.79,0.02,strong,unclear,1.0,0.13,english,0.89,v3,jev-1.13.0,,,,,
nairaland-180c58e2305d,", 2023 Hello Seun. Where and how can we make reports of members flouting this rule?.",not_about_candidate,0.72,0.03,calm,unclear,1.0,0.1,english,0.99,v3,jev-1.13.0,,,,,
nairaland-a557ba058b8a,Hello Seun. Where and how can we make reports of members flouting this rule?.,not_about_candidate,0.77,0.03,calm,unclear,1.0,0.09,english,0.99,v3,jev-1.13.0,,,,,
nairaland-017fb5ca7d8f,", 2023 BitmapStudios : Happney65, Seun ti ji kuro ninu orun ese. Eni ti Ori ree ti buru danu danu. Igbayi ni aro. Oluya..",negative,0.5,0.03,strong,unclear,0.98,0.22,other,0.33,v3,jev-1.13.0,,,,,
nairaland-c48445068794,"BitmapStudios : Happney65, Seun ti ji kuro ninu orun ese. Eni ti Ori ree ti buru danu danu. Igbayi ni aro. Oluya..",negative,0.59,0.03,strong,unclear,0.98,0.23,other,0.66,v3,jev-1.13.0,,,,,
nairaland-da7157cb32ab,", 2023 thesicilian : You're just waking up now He just woke after achieving their aim",not_about_candidate,0.35,0.05,calm,unclear,1.0,0.17,english,0.97,v3,jev-1.13.0,,,,,
nairaland-a7191feaa909,thesicilian : You're just waking up now He just woke after achieving their aim,negative,0.17,0.05,calm,unclear,1.0,0.21,english,0.98,v3,jev-1.13.0,,,,,
nairaland-268e1934a3b1,", 2023 Na now wey you gather sense . It's late through but still nice .",not_about_candidate,0.6,0.04,mild,unclear,1.0,0.1,mixed,0.93,v3,jev-1.13.0,,,,,
nairaland-59cd561c05ea,Na now wey you gather sense . It's late through but still nice .,not_about_candidate,0.67,0.03,mild,unclear,0.99,0.08,mixed,0.71,v3,jev-1.13.0,,,,,
nairaland-49bf8e22d20a,", 2023 iCauseTrouble : Lol. Ode ni e. You think everybody that is against tribalism is Igbo? Seun, Mynd44, Mukina2.. Rule 2. Please",not_about_candidate,0.75,0.03,moderate,unclear,1.0,0.19,mixed,0.48,v3,jev-1.13.0,,,,,
nairaland-708b8a0a3ff1,"iCauseTrouble : Lol. Ode ni e. You think everybody that is against tribalism is Igbo? Seun, Mynd44, Mukina2.. Rule 2. Please",not_about_candidate,0.75,0.02,moderate,unclear,1.0,0.17,mixed,0.5,v3,jev-1.13.0,,,,,
nairaland-5b9ffebb4dc8,", 2023 NinjaXmetahuman : lol imagine throwing your mods under the bus. I can't imagine working for someone like you. It will be an absolute nightmare tbh. Myn d44 is still the most balance mods here. We know you are biased towards the obidients as you push every crap they post on frontpage, including the fake news just to satisfy the mob and appear unbiased because of your tribe. You even went as far as claiming that tinubu supporters were using bot when we know the people getting all the likes and shares. I guess the election has shown us the people who were actually using troll farm to inflate figures online. After all these, none of your mods are yet to call you biased and dragged your ID publicly like this. Continue o. Calm down. Seu.n was sarcastic with that response.🤣🤣🤣🤣🤣 I can't believe you missed that! 🤣🤣🤣",not_about_candidate,0.72,0.02,strong,unclear,1.0,0.51,english,0.82,v3,jev-1.13.0,,,,,
nairaland-04a884c65700,"NinjaXmetahuman : lol imagine throwing your mods under the bus. I can't imagine working for someone like you. It will be an absolute nightmare tbh. Myn d44 is still the most balance mods here. We know you are biased towards the obidients as you push every crap they post on frontpage, including the fake news just to satisfy the mob and appear unbiased because of your tribe. You even went as far as claiming that tinubu supporters were using bot when we know the people getting all the likes and shares. I guess the election has shown us the people who were actually using troll farm to inflate figures online. After all these, none of your mods are yet to call you biased and dragged your ID publicly like this. Continue o. Calm down. Seu.n was sarcastic with that response.🤣🤣🤣🤣🤣 I can't believe you missed that! 🤣🤣🤣",not_about_candidate,0.79,0.02,strong,unclear,1.0,0.5,english,0.78,v3,jev-1.13.0,,,,,
nairaland-73fcc94d8e0b,", 2023 Nice one. Thank you so much",positive,0.56,0.03,mild,unclear,0.99,0.09,english,0.96,v3,jev-1.13.0,,,,,
nairaland-b53956c005c5,Nice one. Thank you so much,positive,0.53,0.03,mild,unclear,1.0,0.12,english,1.0,v3,jev-1.13.0,,,,,
nairaland-47fe55bc15c6,", 2023 LadiIshola : Did you report the quoted message too? Cos he only returned the insult. Dunno why you guys hate to be truthful in your lives! What do you mean by 'you guys'? huh! He reported the quoted person, then I also reported him. Get your facts right and stop embarrassing yourself.",not_about_candidate,0.57,0.02,strong,unclear,1.0,0.11,english,0.94,v3,jev-1.13.0,,,,,
nairaland-57f232295e24,"LadiIshola : Did you report the quoted message too? Cos he only returned the insult. Dunno why you guys hate to be truthful in your lives! What do you mean by 'you guys'? huh! He reported the quoted person, then I also reported him. Get your facts right and stop embarrassing yourself.",not_about_candidate,0.72,0.03,strong,unclear,1.0,0.09,english,0.84,v3,jev-1.13.0,,,,,
nairaland-941bdc60dd2f,", 2023 Fira09 : What do you mean by 'you guys'? huh! He reported the quoted person, then I also reported him. Get your facts right and stop embarrassing yourself. Keep reporting then, you who isn't embarrassing him/herself....",not_about_candidate,0.34,0.03,strong,unclear,0.97,0.15,english,0.86,v3,jev-1.13.0,,,,,
nairaland-f71879193dea,"Fira09 : What do you mean by 'you guys'? huh! He reported the quoted person, then I also reported him. Get your facts right and stop embarrassing yourself. Keep reporting then, you who isn't embarrassing him/herself....",not_about_candidate,0.42,0.03,strong,unclear,1.0,0.14,english,0.93,v3,jev-1.13.0,,,,,
nairaland-b5deea1c58a4,", 2023 SmartGadgetz : Seun, you are doing this to save face and heal your conscience after damages has been done already. This is more of a face saving and mind healing post, don't worry, the damages has already been done, remember the consequences must take effects for everything to come back to it's original form, no justice no peace thats the strongest fact. Before the healing process would take place in the minds of people, this forum and yours, justice must prevail first before healings to take place. Justice in the sense that, you must consistently tell or post here that election malpractice, violence, voter suppressions, money-induced contests, and falsehood are not good for our great nation. The mind of people are now damaged by the processes of all the stages of the election and politics, which unfortunately was supported by your teaming forum members, so you must come out from your hideous and senseless shells to be proactive in speaking against or condemning these vices for the proper healing of both your forum and the people. So, be a voice and stop being deceptive in your ways just to pacify your selfish self. Bye 👋 Nonsense.",negative,0.52,0.02,very_strong,unclear,1.0,0.21,english,0.99,v3,jev-1.13.0,,,,,
nairaland-51ec8da78b1a,"SmartGadgetz : Seun, you are doing this to save face and heal your conscience after damages has been done already. This is more of a face saving and mind healing post, don't worry, the damages has already been done, remember the consequences must take effects for everything to come back to it's original form, no justice no peace thats the strongest fact. Before the healing process would take place in the minds of people, this forum and yours, justice must prevail first before healings to take place. Justice in the sense that, you must consistently tell or post here that election malpractice, violence, voter suppressions, money-induced contests, and falsehood are not good for our great nation. The mind of people are now damaged by the processes of all the stages of the election and politics, which unfortunately was supported by your teaming forum members, so you must come out from your hideous and senseless shells to be proactive in speaking against or condemning these vices for the proper healing of both your forum and the people. So, be a voice and stop being deceptive in your ways just to pacify your selfish self. Bye 👋 Nonsense.",negative,0.54,0.02,very_strong,unclear,1.0,0.2,english,0.98,v3,jev-1.13.0,,,,,
nairaland-65f53f272af7,", 2023 The advent of the mandate bandit has exposed tribalism",not_about_candidate,0.61,0.05,moderate,unclear,1.0,0.32,english,0.99,v3,jev-1.13.0,,,,,
nairaland-3c50bfc29999,The advent of the mandate bandit has exposed tribalism,not_about_candidate,0.5,0.06,moderate,unclear,0.99,0.37,english,0.98,v3,jev-1.13.0,,,,,
nairaland-6f8adfb96b92,"Re: A Total Ban On The Use Of Ethnic Slurs On Nairaland by Seun ( mod ): 5:05pm On Mar 28 , 2023 Investorozay : he literally ran an anti Igbo Ad against GRV during the elections, i wonder why after getting what they want, they want to claim sanity. even the weak apology on twitter was met by serious backlash. don't be deceived, they know what they are doing.",negative,0.34,0.02,strong,unclear,1.0,0.28,english,0.97,v3,jev-1.13.0,,,,,
nairaland-0ee2b4dbece8,"Investorozay : he literally ran an anti Igbo Ad against GRV during the elections, i wonder why after getting what they want, they want to claim sanity. even the weak apology on twitter was met by serious backlash. don't be deceived, they know what they are doing.",negative,0.52,0.03,strong,unclear,0.98,0.4,english,0.92,v3,jev-1.13.0,,,,,
nairaland-4d6906bac750,", 2023 [quote author=Mabizeka post=122126751[/quote]",not_about_candidate,0.76,0.09,calm,unclear,1.0,0.24,english,0.63,v3,jev-1.13.0,,,,,
nairaland-d475a66b0f2d,"If care is not taking, this man may do to Tinubu what Wike did to Obi in Rivers.",not_about_candidate,0.6,0.04,strong,unclear,0.97,0.57,english,0.96,v3,jev-1.13.0,,,,,
nairaland-de3554aafe79,"Tooreda : The 30k is just a hoax. Who will pay these ones 30k? Maybe they have upgraded their wages to a few balls of Remi Tinubu akara, which is supposed to be a replacement for the 50 million jobs promised by her husband but not delivered. By the way, since Tinubu’s minister said he has achieved the electricity goal, should we vote for him even though he has not made a dollar exchange for N300 and failed to crash petrol prices below N185? https://www.youtube.com/watch?v=Lba6Uf64Ogc",not_about_candidate,0.75,0.02,strong,unclear,0.99,0.52,english,0.74,v3,jev-1.13.0,,,,,
nairaland-c0a5e2d8318f,illicit : ASIWAJU JAGABAN 2027 GET YOUR PVC No votes.,not_about_candidate,0.31,0.03,calm,unclear,0.74,0.25,mixed,0.41,v3,jev-1.13.0,,,,,
nairaland-52f26fbf6da5,"Fortunately for him and unfortunately for Tinubu distractors, the electricity supply have improved dramatically in many areas, I'm now having 24hrs electricity supply for the past 3 months in my area",not_about_candidate,0.72,0.02,moderate,unclear,1.0,0.58,english,0.99,v3,jev-1.13.0,,,,,
nairaland-856a1e2201b6,"[quote author=Iamdbull post=140706210]In a video circulating made by APM Presidential candidate Seyi Makinde. He stated in the video that Tinubu made it clear to everyone that “if he fails to fix electricity he should not be voted in for second term “ Here’s the video below shared on X by Newsspend Tinubu already told us not to vote for him - Makinde pic.twitter.com/5qXNU4geIJ — Newsspendmedia (@Newsspend) September 21, 2026 be your fault Na the 50 billion bodija explosion victims funds that you stole naim dey make you run your mouth anyhow God go come catch you your candidate won't win and the next government go ask you to account for it as you will no longer have immunity which is shielding you now, but won't shield you forever",not_about_candidate,0.57,0.91,very_strong,unclear,1.0,0.47,mixed,0.9,v3,jev-1.13.0,,,,,
nairaland-53bdc212a0fb,"AMINDA : Adelabu's entire structure, the Boye Movement just decamped to the APM today. Oyo will be yet another Southwest state that has slipped off the grip of Tinubu. At this point, Tinubu may have to call Seyi Makinde and beg for that endorsement and hope that he accepts. Seyi is FULLY on ground. You go think say na play Seyi Makinde for President Bimbo Adekanmbi for Governor APM from top to bottom! Werey la fi nwo werey! #BoyeNationXJafMovement pic.twitter.com/CxC1GMDOJL — OMOJADESOLA (@omojadey) September 21, 2026 Which ironically was made possible in the fist place by Seyi Makinde and his drunkard group in 2023 Guess the vintage whiskey no let them reason we'll then Abi na the hangover of the 2023 binge naim make Seyi dey deceive himself say he will win PBAT At least he can claim he spent the stolen Bodija victims funds on campaign, he himself knows he can't win even In Oyo state PBAT go win am",not_about_candidate,0.59,0.84,very_strong,unclear,1.0,0.58,mixed,0.76,v3,jev-1.13.0,,,,,
nairaland-189226a911f3,They are pressing tulumbu neck,negative,0.32,0.04,calm,unclear,0.95,0.22,english,0.84,v3,jev-1.13.0,,,,,
nairaland-1f7e69cb7855,"[quote author=Iamdbull post=140706210]In a video circulating made by APM Presidential candidate Seyi Makinde. He stated in the video that Tinubu made it clear to everyone that “if he fails to fix electricity he should not be voted in for second term “ Here’s the video below shared on X by Newsspend Tinubu already told us not to vote for him - Makinde pic.twitter.com/5qXNU4geIJ — Newsspendmedia (@Newsspend) September 21, 2026 did the good people of Oyo see in this slowpoke? For him to attach the title of an Engineer to his name is an aberration. Is he now a social media content creator?",not_about_candidate,0.59,0.89,strong,unclear,1.0,0.49,english,0.86,v3,jev-1.13.0,,,,,
nairaland-ea3c90202ca7,"DEROX : See this future kuje prisoner time will tell All these ur gragra sha pray jagaban dosent win 2nd term, and even atiku cuz that one sef never forgive u for the G5. Anyo e of them wey win and their candidate win oyo, juz dey go prison jeje. Lets not forget you don dare wike too and he will teach u sense in supreme court June bawo? The way some people talk sef. Mark today's date.  The bulk of Tinubu's votes will come from our region.  It would be like falae's votes in 1999",not_about_candidate,0.38,0.05,strong,unclear,0.95,0.68,mixed,0.89,v3,jev-1.13.0,,,,,
nairaland-114bb3a88c8a,dragunov : What did the good people of Oyo see in this slowpoke? For him to attach the title of an Engineer to his name is an aberration. Is he now a social media content creator? How is Kadoso It's been a while I heard from him,negative,0.46,0.04,strong,unclear,0.95,0.24,english,0.8,v3,jev-1.13.0,,,,,
nairaland-f6be42bf2a9c,Oga leave story and focus on your APM shit all what all of you are saying is too late and utterly rubbish. Tinubu till 2035. Seyi that N30Billion you collected cleaned mouth you go vomit am soon. I just gave you notice in advance..,negative,0.74,0.9,very_strong,unclear,0.99,0.59,mixed,0.83,v3,jev-1.13.0,,,,,
nairaland-8e6f23936699,AMINDA : Let him start by winning Oyo first. Then Lagos and then Osun. He lost those states in 2023. It was Elrufai that made him president by galvanising Northern support for him. Let Atiku start by winning Adamawa first,not_about_candidate,0.42,0.03,mild,unclear,0.99,0.59,english,0.99,v3,jev-1.13.0,,,,,
nairaland-ddec7ae1df2a,"AMINDA : Let him start by winning Oyo first. Then Lagos and then Osun. He lost those states in 2023. It was Elrufai that made him president by galvanising Northern support for him. oga he won oyo, now adeleke is supporting him in osun, you see lagos una go cry this time juz wait i say jan 16 no far, we full ground sha no shout rigging, na my own be that",not_about_candidate,0.74,0.03,strong,unclear,1.0,0.69,mixed,0.71,v3,jev-1.13.0,,,,,
nairaland-5a42d5934ba6,"AMINDA : Adelabu's entire structure, the Boye Movement just decamped to the APM today. Oyo will be yet another Southwest state that has slipped off the grip of Tinubu. At this point, Tinubu may have to call Seyi Makinde and beg for that endorsement and hope that he accepts. Seyi is FULLY on ground. You go think say na play Seyi Makinde for President Bimbo Adekanmbi for Governor APM from top to bottom! Werey la fi nwo werey! #BoyeNationXJafMovement pic.twitter.com/CxC1GMDOJL — OMOJADESOLA (@omojadey) September 21, 2026 tinubu will not win in osun & Oyo state",not_about_candidate,0.76,0.89,strong,unclear,1.0,0.42,mixed,0.72,v3,jev-1.13.0,,,,,
nairaland-2ec84cdebb28,"AMINDA : Adelabu's entire structure, the Boye Movement just decamped to the APM today. Oyo will be yet another Southwest state that has slipped off the grip of Tinubu. At this point, Tinubu may have to call Seyi Makinde and beg for that endorsement and hope that he accepts. Seyi is FULLY on ground. You go think say na play Seyi Makinde for President Bimbo Adekanmbi for Governor APM from top to bottom! Werey la fi nwo werey! #BoyeNationXJafMovement pic.twitter.com/CxC1GMDOJL — OMOJADESOLA (@omojadey) September 21, 2026 dey whine yourself! Tinubu would win Oyo State effortlessly",not_about_candidate,0.72,0.9,very_strong,unclear,1.0,0.59,mixed,0.73,v3,jev-1.13.0,,,,,
nairaland-793f427e0ca2,"Nteogwuija : Electricity usually improves during the rainy season. Wait until this season is over. You can give the devil a whole loaf, and he will still complain about the crumbs.",not_about_candidate,0.75,0.02,moderate,unclear,0.99,0.25,english,0.58,v3,jev-1.13.0,,,,,
nairaland-a3935f0d62ca,"AMINDA : Let him first focus on winning Lagos and Osun ""effortlessly"" first. He lost  both states in 2023 and even lost Osun again in 2026 before proceeding to beg Adeleke for endorsement. Osun is his state of origin, by the way. Why do you like regurgitating same lyrics",negative,0.68,0.03,strong,unclear,1.0,0.57,english,0.97,v3,jev-1.13.0,,,,,
nairaland-7e47de8bdb16,"DEROX : See this future kuje prisoner time will tell All these ur gragra sha pray jagaban dosent win 2nd term, and even atiku cuz that one sef never forgive u for the G5. Anyo e of them wey win and their candidate win oyo, juz dey go prison jeje. Lets not forget you don dare wike too and he will teach u sense in supreme court Is that your reply to what he said? Didn't Tinubu made the statement? You are just being emotionally TRABALISTIC, that's your problem. 😂😂😂",not_about_candidate,0.46,0.03,strong,unclear,0.97,0.56,mixed,0.95,v3,jev-1.13.0,,,,,
