raw_id,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,routing_decision,schema_version,model
nairaland-264e4c38a0d9,not_about_candidate,0.49,0.03,very_strong,unclear,1.0,0.37,english,1.0,human_review,v3,jev-1.13.0
nairaland-dcc70a3f7bc1,not_about_candidate,0.34,0.04,mild,unclear,1.0,0.16,english,0.91,human_review,v3,jev-1.13.0
nairaland-2b7a7c5b9ff4,negative,0.6,0.03,strong,unclear,0.98,0.31,english,0.36,human_review,v3,jev-1.13.0
nairaland-79ccbe0d78b2,not_about_candidate,0.63,0.04,mild,unclear,1.0,0.12,english,1.0,human_review,v3,jev-1.13.0
nairaland-9b093fe2a95d,negative,0.59,0.02,strong,unclear,1.0,0.28,mixed,0.7,human_review,v3,jev-1.13.0
nairaland-ee7cd13ca07d,not_about_candidate,0.5,0.03,strong,unclear,1.0,0.37,english,0.69,human_review,v3,jev-1.13.0
nairaland-5e3e22857c8b,not_about_candidate,0.94,0.03,mild,unclear,0.98,0.34,mixed,0.9,auto,v3,jev-1.13.0
nairaland-b6337ec659e2,not_about_candidate,0.71,0.02,strong,unclear,1.0,0.53,mixed,0.78,human_review,v3,jev-1.13.0
nairaland-e4b3007a1546,not_about_candidate,0.66,0.03,strong,unclear,0.96,0.35,mixed,0.7,human_review,v3,jev-1.13.0
nairaland-15a1837dca5d,not_about_candidate,0.88,0.02,strong,unclear,1.0,0.76,mixed,0.67,auto,v3,jev-1.13.0
nairaland-58ae0888fade,not_about_candidate,0.96,0.02,mild,unclear,1.0,0.32,english,0.94,auto,v3,jev-1.13.0
nairaland-c627384bf4d4,not_about_candidate,0.9,0.02,strong,unclear,0.99,0.36,english,0.8,auto,v3,jev-1.13.0
nairaland-3f60056d0acd,not_about_candidate,0.66,0.02,strong,unclear,1.0,0.37,english,0.99,human_review,v3,jev-1.13.0
nairaland-4cfaab603f20,not_about_candidate,0.5,0.03,moderate,unclear,1.0,0.22,english,0.97,human_review,v3,jev-1.13.0
nairaland-d13fbe3288ad,not_about_candidate,0.55,0.03,strong,unclear,0.91,0.33,mixed,0.75,human_review,v3,jev-1.13.0
nairaland-8d13e9e1009a,not_about_candidate,0.9,0.04,strong,unclear,1.0,0.09,mixed,0.73,auto,v3,jev-1.13.0
nairaland-a74b2f12a0c8,not_about_candidate,0.89,0.05,strong,unclear,1.0,0.1,mixed,0.72,auto,v3,jev-1.13.0
nairaland-7003089b0c8a,negative,0.65,0.05,moderate,unclear,1.0,0.2,english,0.97,human_review,v3,jev-1.13.0
nairaland-19a8d37c02fb,negative,0.67,0.06,strong,unclear,0.99,0.22,mixed,0.68,human_review,v3,jev-1.13.0
nairaland-531b29012ab5,not_about_candidate,0.67,0.03,strong,unclear,0.99,0.4,english,0.79,human_review,v3,jev-1.13.0
nairaland-c9f52d785fd3,not_about_candidate,0.82,0.03,strong,unclear,1.0,0.18,english,0.98,auto,v3,jev-1.13.0
nairaland-59cf5135c675,not_about_candidate,0.92,0.03,very_strong,unclear,1.0,0.59,english,0.95,auto,v3,jev-1.13.0
nairaland-b39a96f4b224,not_about_candidate,0.4,0.04,strong,unclear,1.0,0.22,english,1.0,human_review,v3,jev-1.13.0
nairaland-3aaa941a22c7,not_about_candidate,0.89,0.03,strong,unclear,1.0,0.16,english,0.99,auto,v3,jev-1.13.0
nairaland-e4b3475db501,not_about_candidate,0.51,0.02,strong,unclear,1.0,0.18,english,0.83,human_review,v3,jev-1.13.0
nairaland-dfbeff2023e4,not_about_candidate,0.97,0.02,mild,unclear,1.0,0.12,english,1.0,auto,v3,jev-1.13.0
nairaland-b464652176be,not_about_candidate,0.7,0.02,strong,unclear,0.99,0.18,english,0.91,human_review,v3,jev-1.13.0
nairaland-14b9f0d9d40a,not_about_candidate,0.74,0.02,strong,unclear,1.0,0.16,english,1.0,human_review,v3,jev-1.13.0
nairaland-401a1629778c,not_about_candidate,0.63,0.03,strong,unclear,0.97,0.6,mixed,0.91,human_review,v3,jev-1.13.0
nairaland-296102de44af,not_about_candidate,0.78,0.02,strong,unclear,1.0,0.3,english,0.92,human_review,v3,jev-1.13.0
nairaland-9f611a309808,not_about_candidate,0.85,0.02,strong,unclear,0.99,0.73,english,0.83,auto,v3,jev-1.13.0
nairaland-2083a1d44a1b,not_about_candidate,0.45,0.03,strong,unclear,0.9,0.41,mixed,0.97,human_review,v3,jev-1.13.0
nairaland-316a48309b4a,not_about_candidate,0.98,0.02,moderate,unclear,1.0,0.76,english,0.83,auto,v3,jev-1.13.0
nairaland-09dd8b5690ba,not_about_candidate,0.91,0.02,very_strong,unclear,0.99,0.51,mixed,0.76,auto,v3,jev-1.13.0
nairaland-1f8a963192f7,not_about_candidate,0.82,0.03,moderate,unclear,1.0,0.24,mixed,0.51,auto,v3,jev-1.13.0
nairaland-af13e65b8dbd,negative,0.71,0.04,strong,unclear,0.98,0.57,english,0.82,human_review,v3,jev-1.13.0
nairaland-8c203eddbb0d,not_about_candidate,0.92,0.02,strong,unclear,0.98,0.41,english,0.98,auto,v3,jev-1.13.0
nairaland-977aee4486cc,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.42,english,0.94,auto,v3,jev-1.13.0
nairaland-e4d31619f3ad,not_about_candidate,0.73,0.02,very_strong,unclear,0.99,0.49,english,0.95,human_review,v3,jev-1.13.0
nairaland-7c744944567e,not_about_candidate,0.88,0.02,very_strong,unclear,1.0,0.49,english,0.99,auto,v3,jev-1.13.0
nairaland-180b94b8c2bf,negative,0.49,0.05,moderate,unclear,0.97,0.38,mixed,0.88,human_review,v3,jev-1.13.0
nairaland-d85ae9cc96d7,not_about_candidate,0.38,0.04,moderate,unclear,0.99,0.22,mixed,0.83,human_review,v3,jev-1.13.0
nairaland-0909c4b9dea4,not_about_candidate,0.51,0.05,strong,unclear,0.98,0.31,english,0.77,human_review,v3,jev-1.13.0
nairaland-c9a1652a3eea,not_about_candidate,0.42,0.07,strong,unclear,0.99,0.27,english,0.78,human_review,v3,jev-1.13.0
nairaland-f0579ee07e59,not_about_candidate,0.84,0.02,strong,unclear,0.99,0.27,english,0.89,auto,v3,jev-1.13.0
nairaland-b7f5766632a2,not_about_candidate,0.92,0.03,strong,unclear,0.99,0.35,english,0.91,auto,v3,jev-1.13.0
nairaland-670e549dde91,not_about_candidate,0.89,0.02,mild,unclear,0.99,0.19,mixed,0.85,auto,v3,jev-1.13.0
nairaland-702295a4dd51,not_about_candidate,0.91,0.03,mild,unclear,0.99,0.21,mixed,0.87,auto,v3,jev-1.13.0
nairaland-3d61bee7a48a,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.55,english,0.92,auto,v3,jev-1.13.0
nairaland-bf27d58c6f1f,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.47,english,0.92,auto,v3,jev-1.13.0
nairaland-e8ccf625d72f,not_about_candidate,0.89,0.03,very_strong,unclear,0.99,0.59,english,0.86,auto,v3,jev-1.13.0
nairaland-bf018ad41eec,not_about_candidate,0.8,0.02,very_strong,unclear,0.99,0.54,english,0.63,auto,v3,jev-1.13.0
nairaland-821719cd4f61,not_about_candidate,0.79,0.02,strong,unclear,0.99,0.44,mixed,0.91,human_review,v3,jev-1.13.0
nairaland-c70a78c84089,not_about_candidate,0.82,0.02,strong,unclear,0.99,0.49,mixed,0.82,auto,v3,jev-1.13.0
nairaland-4b67fc2ef0cc,negative,0.53,0.05,strong,unclear,0.92,0.39,english,0.72,human_review,v3,jev-1.13.0
nairaland-33b5e8ac405b,negative,0.82,0.03,strong,unclear,0.99,0.29,english,0.89,auto,v3,jev-1.13.0
nairaland-731e95579276,not_about_candidate,0.66,0.03,strong,unclear,0.99,0.45,english,0.92,human_review,v3,jev-1.13.0
nairaland-61a50d40d6fc,not_about_candidate,0.52,0.04,strong,unclear,1.0,0.36,english,0.94,human_review,v3,jev-1.13.0
nairaland-a9b0ad3b3aea,not_about_candidate,0.86,0.02,moderate,unclear,0.98,0.79,mixed,0.55,auto,v3,jev-1.13.0
nairaland-bd2cd417b4e1,not_about_candidate,0.4,0.04,moderate,unclear,0.95,0.75,mixed,0.81,human_review,v3,jev-1.13.0
nairaland-654146dc7870,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.65,english,0.99,auto,v3,jev-1.13.0
nairaland-15d253dec7b1,not_about_candidate,0.98,0.02,strong,unclear,1.0,0.63,english,0.91,auto,v3,jev-1.13.0
nairaland-76ccd73b3a88,not_about_candidate,0.98,0.02,strong,unclear,0.99,0.4,english,0.98,auto,v3,jev-1.13.0
nairaland-8fbd3eccf28b,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.4,english,0.97,auto,v3,jev-1.13.0
nairaland-301fdbfa4072,negative,0.38,0.04,strong,unclear,0.98,0.38,english,0.98,human_review,v3,jev-1.13.0
nairaland-2ceb2603f6b3,negative,0.41,0.06,strong,unclear,1.0,0.22,english,1.0,human_review,v3,jev-1.13.0
nairaland-c1f5ea8b2482,not_about_candidate,0.95,0.02,moderate,unclear,0.99,0.35,english,0.99,auto,v3,jev-1.13.0
nairaland-93c82a1533e1,not_about_candidate,0.96,0.02,moderate,unclear,1.0,0.29,english,0.98,auto,v3,jev-1.13.0
nairaland-c080cfcaff74,not_about_candidate,0.65,0.03,strong,unclear,0.94,0.61,mixed,0.91,human_review,v3,jev-1.13.0
nairaland-f46e3b9f0531,not_about_candidate,0.7,0.02,strong,unclear,0.94,0.46,mixed,0.89,human_review,v3,jev-1.13.0
nairaland-4906abc815f2,negative,0.17,0.04,strong,unclear,0.98,0.46,english,0.99,human_review,v3,jev-1.13.0
nairaland-da5f7ae2fff7,negative,0.78,0.04,strong,unclear,1.0,0.25,english,1.0,human_review,v3,jev-1.13.0
nairaland-6fde09a33dfa,negative,0.4,0.04,strong,unclear,0.96,0.38,english,0.75,human_review,v3,jev-1.13.0
nairaland-ef20976ca1dc,negative,0.51,0.05,strong,unclear,0.98,0.29,english,0.68,human_review,v3,jev-1.13.0
nairaland-073e20f99975,not_about_candidate,0.62,0.04,strong,unclear,0.94,0.4,mixed,0.88,human_review,v3,jev-1.13.0
nairaland-bd97d706b127,not_about_candidate,0.69,0.03,strong,unclear,0.92,0.2,mixed,0.82,human_review,v3,jev-1.13.0
nairaland-1596c932df68,negative,0.34,0.04,mild,unclear,0.96,0.32,mixed,0.69,human_review,v3,jev-1.13.0
nairaland-05196cdb60aa,negative,0.38,0.04,mild,unclear,0.98,0.26,mixed,0.54,human_review,v3,jev-1.13.0
nairaland-bdb9b2d2c7a5,not_about_candidate,0.82,0.03,strong,unclear,1.0,0.69,english,0.98,auto,v3,jev-1.13.0
nairaland-d7551e848392,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.62,english,0.99,auto,v3,jev-1.13.0
nairaland-7f47fb99f342,not_about_candidate,0.82,0.02,strong,unclear,0.98,0.61,english,0.95,auto,v3,jev-1.13.0
nairaland-ca6854cb5a12,not_about_candidate,0.59,0.03,strong,unclear,0.98,0.75,english,0.94,human_review,v3,jev-1.13.0
nairaland-0a36e6644196,not_about_candidate,0.38,0.04,strong,unclear,0.98,0.34,mixed,0.95,human_review,v3,jev-1.13.0
nairaland-fcc8db60f2b1,not_about_candidate,0.46,0.04,strong,unclear,1.0,0.09,mixed,0.77,human_review,v3,jev-1.13.0
nairaland-d468546a4111,not_about_candidate,0.87,0.02,strong,unclear,0.99,0.46,mixed,0.83,auto,v3,jev-1.13.0
nairaland-2be5835ac901,not_about_candidate,0.83,0.02,strong,unclear,0.97,0.54,mixed,0.69,auto,v3,jev-1.13.0
nairaland-dd72a8cf9e62,negative,0.52,0.06,mild,unclear,0.98,0.33,english,0.63,human_review,v3,jev-1.13.0
nairaland-22082798f22e,negative,0.67,0.1,mild,unclear,1.0,0.3,english,0.91,human_review,v3,jev-1.13.0
nairaland-ba18b20a6388,not_about_candidate,0.88,0.02,strong,unclear,0.99,0.35,english,0.49,auto,v3,jev-1.13.0
nairaland-1692bd16690c,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.39,english,0.83,auto,v3,jev-1.13.0
nairaland-b0acb632da00,not_about_candidate,0.59,0.03,strong,unclear,0.97,0.38,mixed,0.93,human_review,v3,jev-1.13.0
nairaland-d0a761b360d6,not_about_candidate,0.55,0.03,very_strong,unclear,0.93,0.21,mixed,0.91,human_review,v3,jev-1.13.0
nairaland-8946bf3461fe,not_about_candidate,0.69,0.03,very_strong,unclear,0.99,0.57,english,0.44,human_review,v3,jev-1.13.0
nairaland-04455abcc1b8,not_about_candidate,0.73,0.02,very_strong,unclear,0.99,0.53,english,0.67,human_review,v3,jev-1.13.0
nairaland-114d1984d37b,negative,0.41,0.03,strong,unclear,0.97,0.46,english,0.55,human_review,v3,jev-1.13.0
nairaland-9415e85cc5be,negative,0.8,0.03,strong,unclear,0.99,0.33,english,0.8,auto,v3,jev-1.13.0
nairaland-1d3ec2210c18,not_about_candidate,1.0,0.02,mild,unclear,0.99,0.25,english,0.96,auto,v3,jev-1.13.0
nairaland-2b9daee4d98e,not_about_candidate,1.0,0.02,mild,unclear,0.99,0.28,english,0.97,auto,v3,jev-1.13.0
nairaland-386bd8c6334b,not_about_candidate,0.6,0.03,strong,unclear,0.99,0.48,english,0.95,human_review,v3,jev-1.13.0
nairaland-6b430f50e6be,not_about_candidate,0.52,0.02,strong,unclear,1.0,0.44,english,0.97,human_review,v3,jev-1.13.0
nairaland-34f68b5ad655,not_about_candidate,0.86,0.02,mild,unclear,0.99,0.38,english,0.83,auto,v3,jev-1.13.0
nairaland-d2ba7af4e24e,not_about_candidate,0.93,0.02,mild,unclear,0.99,0.26,english,0.78,auto,v3,jev-1.13.0
nairaland-d0682e412598,not_about_candidate,0.15,0.93,moderate,unclear,0.99,0.59,english,0.33,human_review,v3,jev-1.13.0
nairaland-0e04f85ac8bf,not_about_candidate,0.47,0.03,strong,unclear,0.99,0.49,english,0.99,human_review,v3,jev-1.13.0
nairaland-a528b9bb73e2,not_about_candidate,0.24,0.89,moderate,unclear,0.96,0.65,mixed,0.48,human_review,v3,jev-1.13.0
nairaland-e9b731d7d23b,positive,0.12,0.91,moderate,unclear,0.99,0.56,english,0.46,human_review,v3,jev-1.13.0
nairaland-ec76322c76e2,not_about_candidate,0.9,0.02,moderate,unclear,0.96,0.76,english,0.91,auto,v3,jev-1.13.0
nairaland-65cea72fb8d9,not_about_candidate,0.9,0.02,moderate,unclear,0.95,0.82,english,0.74,auto,v3,jev-1.13.0
nairaland-304748d840b7,not_about_candidate,0.47,0.02,strong,unclear,0.96,0.31,mixed,0.9,human_review,v3,jev-1.13.0
nairaland-d6df81769ace,negative,0.37,0.03,strong,unclear,1.0,0.29,mixed,0.88,human_review,v3,jev-1.13.0
nairaland-697987e6db34,not_about_candidate,0.77,0.02,very_strong,unclear,0.97,0.51,english,0.94,human_review,v3,jev-1.13.0
nairaland-fc5365c30028,not_about_candidate,0.59,0.02,very_strong,unclear,0.91,0.5,english,0.79,human_review,v3,jev-1.13.0
nairaland-27b4883df635,not_about_candidate,0.68,0.02,moderate,unclear,0.95,0.4,english,0.95,human_review,v3,jev-1.13.0
nairaland-989fecfe4aeb,not_about_candidate,0.57,0.02,strong,unclear,0.82,0.44,english,0.93,human_review,v3,jev-1.13.0
nairaland-5478c5fdb350,not_about_candidate,0.9,0.03,mild,unclear,0.96,0.21,english,0.97,auto,v3,jev-1.13.0
nairaland-6b35640fcc5c,not_about_candidate,1.0,0.02,mild,unclear,1.0,0.05,english,0.99,auto,v3,jev-1.13.0
nairaland-e63a8787db6d,not_about_candidate,0.74,0.02,strong,unclear,0.97,0.71,english,0.94,human_review,v3,jev-1.13.0
nairaland-ed96e31993a1,not_about_candidate,0.66,0.03,strong,unclear,0.98,0.68,english,0.93,human_review,v3,jev-1.13.0
nairaland-9fafd4eda427,not_about_candidate,0.84,0.02,strong,unclear,0.98,0.66,english,0.91,auto,v3,jev-1.13.0
nairaland-3c4be1bd258c,not_about_candidate,0.88,0.02,strong,unclear,0.96,0.59,english,0.66,auto,v3,jev-1.13.0
nairaland-b0f979a53f58,not_about_candidate,0.96,0.02,strong,unclear,0.98,0.59,english,0.94,auto,v3,jev-1.13.0
nairaland-a644cda7c347,not_about_candidate,0.96,0.02,strong,unclear,1.0,0.61,english,0.92,auto,v3,jev-1.13.0
nairaland-238b54866f7f,not_about_candidate,0.39,0.02,strong,unclear,1.0,0.32,english,0.99,human_review,v3,jev-1.13.0
nairaland-124096ab0e60,not_about_candidate,0.43,0.03,strong,unclear,1.0,0.28,english,0.99,human_review,v3,jev-1.13.0
nairaland-8fae23247498,not_about_candidate,0.72,0.03,strong,unclear,1.0,0.23,english,0.48,human_review,v3,jev-1.13.0
nairaland-7be364bbbc78,not_about_candidate,0.34,0.05,moderate,unclear,1.0,0.26,mixed,0.61,human_review,v3,jev-1.13.0
nairaland-979fd133ef16,not_about_candidate,0.79,0.02,very_strong,unclear,1.0,0.19,english,0.6,human_review,v3,jev-1.13.0
nairaland-dbc75c15285a,not_about_candidate,0.62,0.02,very_strong,unclear,1.0,0.22,english,0.48,human_review,v3,jev-1.13.0
nairaland-67e8da0e6898,not_about_candidate,0.58,0.03,moderate,unclear,1.0,0.15,mixed,0.58,human_review,v3,jev-1.13.0
nairaland-abba150a2936,not_about_candidate,0.45,0.03,moderate,unclear,1.0,0.12,mixed,0.35,human_review,v3,jev-1.13.0
nairaland-61f78aacde3e,not_about_candidate,0.8,0.03,strong,unclear,1.0,0.27,english,0.51,auto,v3,jev-1.13.0
nairaland-44724c90e14d,not_about_candidate,0.91,0.02,strong,unclear,1.0,0.26,english,0.67,auto,v3,jev-1.13.0
nairaland-0a02d8632b2e,negative,0.41,0.04,strong,unclear,0.96,0.54,mixed,0.69,human_review,v3,jev-1.13.0
nairaland-1bdfff89e7da,not_about_candidate,0.36,0.02,strong,unclear,0.91,0.44,mixed,0.34,human_review,v3,jev-1.13.0
nairaland-4d929662fe9e,not_about_candidate,0.91,0.02,strong,unclear,1.0,0.2,english,0.62,auto,v3,jev-1.13.0
nairaland-eeaadf9d5c13,not_about_candidate,0.94,0.02,strong,unclear,1.0,0.19,english,0.67,auto,v3,jev-1.13.0
nairaland-f0d7a56e7fa6,not_about_candidate,0.88,0.02,strong,unclear,1.0,0.23,english,0.56,auto,v3,jev-1.13.0
nairaland-4fe9b5d33765,not_about_candidate,0.87,0.02,strong,unclear,1.0,0.21,english,0.45,auto,v3,jev-1.13.0
nairaland-0dd7298d1e77,not_about_candidate,0.94,0.03,moderate,unclear,1.0,0.14,mixed,0.78,auto,v3,jev-1.13.0
nairaland-1fa945d01bde,not_about_candidate,0.78,0.04,moderate,unclear,1.0,0.16,mixed,0.65,human_review,v3,jev-1.13.0
nairaland-3aa9342ab316,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.3,english,0.85,auto,v3,jev-1.13.0
nairaland-9f888424d15b,not_about_candidate,0.95,0.02,strong,unclear,1.0,0.38,english,0.84,auto,v3,jev-1.13.0
nairaland-2983a706ad5d,not_about_candidate,0.34,0.02,strong,unclear,0.82,0.4,mixed,0.84,human_review,v3,jev-1.13.0
nairaland-195259b299b5,negative,0.46,0.03,strong,unclear,0.77,0.35,mixed,0.8,human_review,v3,jev-1.13.0
nairaland-c4406805b023,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.11,english,0.82,auto,v3,jev-1.13.0
nairaland-dccd29d84789,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.1,english,0.75,auto,v3,jev-1.13.0
nairaland-f6dc8d9e8365,not_about_candidate,0.52,0.02,strong,unclear,1.0,0.15,mixed,0.66,human_review,v3,jev-1.13.0
nairaland-bd3a7b269baa,not_about_candidate,0.5,0.02,strong,unclear,1.0,0.1,mixed,0.52,human_review,v3,jev-1.13.0
nairaland-e9f84ff53f83,not_about_candidate,0.95,0.02,strong,unclear,0.99,0.39,english,0.92,auto,v3,jev-1.13.0
nairaland-3b62408e9c14,not_about_candidate,0.97,0.02,strong,unclear,0.99,0.46,english,0.83,auto,v3,jev-1.13.0
nairaland-300765252683,not_about_candidate,0.96,0.02,strong,unclear,1.0,0.45,mixed,0.63,auto,v3,jev-1.13.0
nairaland-8c77ac4ed2d0,not_about_candidate,0.95,0.02,strong,unclear,0.99,0.41,english,0.54,auto,v3,jev-1.13.0
nairaland-9e428c85b286,not_about_candidate,0.68,0.02,very_strong,unclear,1.0,0.1,english,0.86,human_review,v3,jev-1.13.0
nairaland-ecadb8755629,not_about_candidate,0.57,0.02,very_strong,unclear,1.0,0.07,english,0.93,human_review,v3,jev-1.13.0
nairaland-74e06d79855d,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.11,english,0.81,auto,v3,jev-1.13.0
nairaland-ba6c44afe914,not_about_candidate,0.99,0.02,moderate,unclear,1.0,0.06,english,0.86,auto,v3,jev-1.13.0
nairaland-1ba80454d97b,not_about_candidate,0.98,0.03,strong,unclear,1.0,0.12,english,0.87,auto,v3,jev-1.13.0
nairaland-bf71480ca443,not_about_candidate,0.97,0.02,strong,unclear,1.0,0.05,english,0.76,auto,v3,jev-1.13.0
nairaland-3ce8bd9622f0,not_about_candidate,0.81,0.05,moderate,unclear,1.0,0.19,english,0.85,auto,v3,jev-1.13.0
nairaland-9c2d586444a0,not_about_candidate,0.86,0.05,mild,unclear,1.0,0.16,english,0.86,auto,v3,jev-1.13.0
nairaland-90be43e21926,not_about_candidate,0.42,0.03,mild,unclear,0.9,0.5,english,0.99,human_review,v3,jev-1.13.0
nairaland-05b7289d0b9e,not_about_candidate,0.36,0.03,mild,unclear,0.89,0.48,english,1.0,human_review,v3,jev-1.13.0
nairaland-5a2b7795b7e2,not_about_candidate,0.95,0.02,strong,unclear,0.99,0.42,mixed,0.7,auto,v3,jev-1.13.0
nairaland-8aeeda94e364,not_about_candidate,0.96,0.02,strong,unclear,0.99,0.36,mixed,0.63,auto,v3,jev-1.13.0
nairaland-6b575f19c535,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.63,mixed,0.49,auto,v3,jev-1.13.0
nairaland-9dc905a84c02,not_about_candidate,1.0,0.02,strong,unclear,1.0,0.7,mixed,0.45,auto,v3,jev-1.13.0
nairaland-5ab58db2c54a,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.45,mixed,0.69,auto,v3,jev-1.13.0
nairaland-7d829704892e,not_about_candidate,0.81,0.03,strong,unclear,0.97,0.36,mixed,0.44,auto,v3,jev-1.13.0
nairaland-997ec2abb52f,not_about_candidate,1.0,0.01,moderate,unclear,1.0,0.64,english,0.99,auto,v3,jev-1.13.0
nairaland-1fe038ab266a,not_about_candidate,1.0,0.01,moderate,unclear,1.0,0.59,english,0.99,auto,v3,jev-1.13.0
nairaland-df45ebf33a81,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.49,english,0.71,auto,v3,jev-1.13.0
nairaland-61e609f99617,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.63,english,0.75,auto,v3,jev-1.13.0
nairaland-b4964e499a64,not_about_candidate,1.0,0.01,mild,unclear,1.0,0.49,english,1.0,auto,v3,jev-1.13.0
nairaland-e8560645d771,not_about_candidate,1.0,0.02,moderate,unclear,1.0,0.65,english,1.0,auto,v3,jev-1.13.0
nairaland-11e8ba7692a2,not_about_candidate,0.71,0.02,strong,unclear,1.0,0.08,english,1.0,human_review,v3,jev-1.13.0
nairaland-ab286016964f,not_about_candidate,0.69,0.02,strong,unclear,1.0,0.1,english,0.99,human_review,v3,jev-1.13.0
nairaland-981f5a5b6578,not_about_candidate,0.79,0.02,strong,unclear,0.99,0.43,mixed,0.73,human_review,v3,jev-1.13.0
nairaland-14c7976ea736,not_about_candidate,0.84,0.02,strong,unclear,0.98,0.39,mixed,0.69,auto,v3,jev-1.13.0
nairaland-52b35b2fb37c,not_about_candidate,0.86,0.06,calm,unclear,1.0,0.14,mixed,0.32,auto,v3,jev-1.13.0
nairaland-611d402c489d,not_about_candidate,0.91,0.05,calm,unclear,1.0,0.14,english,0.43,auto,v3,jev-1.13.0
nairaland-1332f54b13f4,positive,0.89,0.05,moderate,unclear,0.97,0.28,english,0.95,auto,v3,jev-1.13.0
nairaland-14ad7631cd2a,positive,0.86,0.05,strong,unclear,0.96,0.28,english,0.93,auto,v3,jev-1.13.0
nairaland-e095620acce7,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.51,english,0.99,auto,v3,jev-1.13.0
nairaland-f099a819857d,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.51,english,0.88,auto,v3,jev-1.13.0
nairaland-fc302973e74c,negative,0.9,0.05,strong,unclear,0.99,0.28,english,0.97,auto,v3,jev-1.13.0
nairaland-ecce0965fefe,negative,0.92,0.05,strong,unclear,1.0,0.28,english,0.96,auto,v3,jev-1.13.0
nairaland-b3ac49c5a5e0,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.59,english,1.0,auto,v3,jev-1.13.0
nairaland-9db2d93a71a4,not_about_candidate,0.99,0.01,strong,unclear,1.0,0.68,english,1.0,auto,v3,jev-1.13.0
nairaland-4f065acb31bf,negative,0.63,0.06,moderate,unclear,1.0,0.34,english,0.99,human_review,v3,jev-1.13.0
nairaland-13b51bbfee3c,negative,0.59,0.06,moderate,unclear,1.0,0.33,english,0.99,human_review,v3,jev-1.13.0
nairaland-48fc4913ef32,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.32,english,0.97,auto,v3,jev-1.13.0
nairaland-6f90cbca8ff9,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.34,english,0.97,auto,v3,jev-1.13.0
nairaland-127e81b82af7,not_about_candidate,0.47,0.04,moderate,unclear,0.99,0.25,mixed,0.51,human_review,v3,jev-1.13.0
nairaland-dbfc1f9ba18d,not_about_candidate,0.53,0.03,strong,unclear,1.0,0.24,mixed,0.53,human_review,v3,jev-1.13.0
nairaland-eeec5bb17ea1,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.26,english,1.0,auto,v3,jev-1.13.0
nairaland-f30c0be15f02,not_about_candidate,1.0,0.01,strong,unclear,1.0,0.46,english,1.0,auto,v3,jev-1.13.0
nairaland-e9c6cd990bfa,not_about_candidate,0.74,0.02,moderate,unclear,1.0,0.25,english,0.96,human_review,v3,jev-1.13.0
nairaland-bf57991789d5,not_about_candidate,0.72,0.02,moderate,unclear,1.0,0.37,english,0.97,human_review,v3,jev-1.13.0
nairaland-ceec5ab5e867,negative,0.92,0.04,very_strong,unclear,1.0,0.21,mixed,0.8,auto,v3,jev-1.13.0
nairaland-8bb37d1ae64c,negative,0.92,0.04,very_strong,unclear,1.0,0.2,mixed,0.8,auto,v3,jev-1.13.0
nairaland-60371d37a91f,not_about_candidate,0.98,0.01,strong,unclear,1.0,0.5,mixed,0.67,auto,v3,jev-1.13.0
nairaland-444621d74202,not_about_candidate,0.99,0.02,strong,unclear,1.0,0.63,mixed,0.74,auto,v3,jev-1.13.0
nairaland-057164f437d6,not_about_candidate,0.72,0.02,very_strong,unclear,0.99,0.59,english,0.74,human_review,v3,jev-1.13.0
nairaland-b335c28c9467,not_about_candidate,0.63,0.02,very_strong,unclear,0.99,0.58,english,0.76,human_review,v3,jev-1.13.0
nairaland-6618e9375517,not_about_candidate,0.98,0.01,strong,unclear,1.0,0.6,english,0.94,auto,v3,jev-1.13.0
nairaland-e9144f0c5b4b,not_about_candidate,0.97,0.01,strong,unclear,1.0,0.53,english,0.92,auto,v3,jev-1.13.0
nairaland-2d2e7481e6e1,negative,0.58,0.03,very_strong,unclear,0.98,0.3,mixed,0.42,human_review,v3,jev-1.13.0
nairaland-ac643d3e9e40,negative,0.59,0.03,very_strong,unclear,0.98,0.29,mixed,0.55,human_review,v3,jev-1.13.0
