raw_id,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,lga_confidence,opposition_signal_probability,language_label,language_confidence,routing_decision,schema_version,model
PILOT-0233,neutral,1.0,0.87,calm,Itas-Gadau,1.0,0.13,english,0.97,auto,v2,jev-1.13.0
PILOT-0234,not_about_candidate,0.99,0.03,mild,Itas-Gadau,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0235,not_about_candidate,0.99,0.02,mild,Itas-Gadau,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0236,not_about_candidate,0.99,0.03,mild,Itas-Gadau,1.0,0.09,english,1.0,auto,v2,jev-1.13.0
PILOT-0237,not_about_candidate,1.0,0.02,mild,Itas-Gadau,1.0,0.08,english,0.99,auto,v2,jev-1.13.0
PILOT-0238,positive,0.98,0.92,mild,Itas-Gadau,1.0,0.25,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0239,positive,0.68,0.98,mild,Itas-Gadau,1.0,0.25,hausa,0.64,human_review,v2,jev-1.13.0
PILOT-0240,negative,0.97,0.96,strong,Itas-Gadau,1.0,0.38,hausa,0.64,auto,v2,jev-1.13.0
PILOT-0241,negative,0.93,0.96,strong,Itas-Gadau,1.0,0.36,hausa,0.57,auto,v2,jev-1.13.0
PILOT-0242,negative,0.47,0.92,calm,Itas-Gadau,1.0,0.86,hausa,0.67,human_review,v2,jev-1.13.0
PILOT-0243,neutral,0.97,0.94,calm,Itas-Gadau,1.0,0.16,hausa,0.93,auto,v2,jev-1.13.0
PILOT-0244,not_about_candidate,0.92,0.04,calm,Itas-Gadau,1.0,0.1,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0245,not_about_candidate,0.51,0.04,mild,Itas-Gadau,1.0,0.17,hausa,0.87,human_review,v2,jev-1.13.0
PILOT-0246,positive,0.92,0.96,mild,Itas-Gadau,1.0,0.16,mixed,0.79,auto,v2,jev-1.13.0
PILOT-0247,negative,0.65,0.95,strong,Itas-Gadau,1.0,0.4,mixed,0.84,human_review,v2,jev-1.13.0
PILOT-0248,negative,0.85,0.95,mild,Itas-Gadau,1.0,0.96,hausa,0.48,auto,v2,jev-1.13.0
PILOT-0249,neutral,0.98,0.94,calm,Itas-Gadau,1.0,0.17,hausa,0.5,auto,v2,jev-1.13.0
PILOT-0250,not_about_candidate,1.0,0.02,calm,Itas-Gadau,1.0,0.06,mixed,0.66,auto,v2,jev-1.13.0
PILOT-0251,positive,0.99,0.95,mild,Jamaare,1.0,0.25,english,0.98,auto,v2,jev-1.13.0
PILOT-0252,positive,1.0,0.98,mild,Jamaare,1.0,0.29,english,0.98,auto,v2,jev-1.13.0
PILOT-0253,positive,1.0,0.98,moderate,Jamaare,1.0,0.28,english,0.99,auto,v2,jev-1.13.0
PILOT-0254,negative,1.0,0.96,strong,Jamaare,1.0,0.28,english,0.91,auto,v2,jev-1.13.0
PILOT-0255,negative,0.99,0.98,strong,Jamaare,1.0,0.62,english,0.7,auto,v2,jev-1.13.0
PILOT-0256,negative,0.94,0.94,strong,Jamaare,1.0,0.94,english,0.96,auto,v2,jev-1.13.0
PILOT-0257,neutral,0.99,0.83,calm,Jamaare,1.0,0.13,english,0.99,auto,v2,jev-1.13.0
PILOT-0258,neutral,0.9,0.92,calm,Jamaare,1.0,0.15,english,0.99,auto,v2,jev-1.13.0
PILOT-0259,not_about_candidate,1.0,0.02,mild,Jamaare,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0260,not_about_candidate,1.0,0.02,mild,Jamaare,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0261,not_about_candidate,0.99,0.02,mild,Jamaare,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0262,not_about_candidate,1.0,0.02,calm,Jamaare,1.0,0.04,english,0.97,auto,v2,jev-1.13.0
PILOT-0263,positive,0.99,0.92,mild,Jamaare,1.0,0.17,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0264,positive,0.96,0.92,mild,Jamaare,1.0,0.21,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0265,negative,0.9,0.96,strong,Jamaare,1.0,0.42,hausa,0.54,auto,v2,jev-1.13.0
PILOT-0266,negative,0.91,0.96,strong,Jamaare,1.0,0.43,hausa,0.72,auto,v2,jev-1.13.0
PILOT-0267,negative,0.75,0.89,moderate,Jamaare,1.0,0.93,hausa,0.7,human_review,v2,jev-1.13.0
PILOT-0268,neutral,0.92,0.94,calm,Jamaare,1.0,0.15,hausa,0.92,auto,v2,jev-1.13.0
PILOT-0269,not_about_candidate,0.66,0.04,mild,Jamaare,1.0,0.13,hausa,0.82,human_review,v2,jev-1.13.0
PILOT-0270,not_about_candidate,0.63,0.04,mild,Jamaare,1.0,0.12,hausa,0.84,human_review,v2,jev-1.13.0
PILOT-0271,positive,0.96,0.91,mild,Jamaare,1.0,0.25,mixed,0.93,auto,v2,jev-1.13.0
PILOT-0272,negative,0.98,0.95,strong,Jamaare,1.0,0.52,mixed,0.87,auto,v2,jev-1.13.0
PILOT-0273,negative,0.77,0.94,mild,Jamaare,1.0,0.95,hausa,0.55,human_review,v2,jev-1.13.0
PILOT-0274,neutral,0.97,0.93,calm,Jamaare,1.0,0.17,mixed,0.54,auto,v2,jev-1.13.0
PILOT-0275,not_about_candidate,1.0,0.02,calm,Jamaare,1.0,0.05,mixed,0.45,auto,v2,jev-1.13.0
PILOT-0276,positive,1.0,0.95,mild,Katagum,1.0,0.26,english,1.0,auto,v2,jev-1.13.0
PILOT-0277,positive,0.94,0.92,mild,Katagum,1.0,0.26,english,0.99,auto,v2,jev-1.13.0
PILOT-0278,positive,1.0,0.94,mild,Katagum,1.0,0.24,english,1.0,auto,v2,jev-1.13.0
PILOT-0279,negative,1.0,0.96,strong,Katagum,1.0,0.27,english,0.97,auto,v2,jev-1.13.0
PILOT-0280,negative,0.98,0.99,strong,Katagum,1.0,0.53,english,0.95,auto,v2,jev-1.13.0
PILOT-0281,negative,0.99,0.96,strong,Katagum,1.0,0.93,english,0.97,auto,v2,jev-1.13.0
PILOT-0282,neutral,0.83,0.94,calm,Katagum,1.0,0.16,english,1.0,auto,v2,jev-1.13.0
PILOT-0283,neutral,0.89,0.93,calm,Katagum,1.0,0.17,english,1.0,auto,v2,jev-1.13.0
PILOT-0284,not_about_candidate,0.99,0.02,mild,Katagum,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0285,not_about_candidate,1.0,0.02,mild,Katagum,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0286,not_about_candidate,1.0,0.02,calm,Katagum,1.0,0.05,english,0.98,auto,v2,jev-1.13.0
PILOT-0287,not_about_candidate,0.99,0.03,mild,Katagum,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0288,positive,0.68,0.98,mild,Katagum,1.0,0.38,hausa,0.63,human_review,v2,jev-1.13.0
PILOT-0289,positive,0.99,0.93,mild,Katagum,1.0,0.28,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0290,negative,0.87,0.96,strong,Katagum,1.0,0.48,hausa,0.64,auto,v2,jev-1.13.0
PILOT-0291,negative,0.96,0.96,strong,Katagum,1.0,0.45,hausa,0.64,auto,v2,jev-1.13.0
PILOT-0292,negative,0.68,0.94,mild,Katagum,1.0,0.9,hausa,0.76,human_review,v2,jev-1.13.0
PILOT-0293,neutral,0.95,0.94,calm,Katagum,1.0,0.17,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0294,not_about_candidate,0.72,0.04,mild,Katagum,1.0,0.16,hausa,0.95,human_review,v2,jev-1.13.0
PILOT-0295,not_about_candidate,0.77,0.04,mild,Katagum,1.0,0.17,hausa,0.96,human_review,v2,jev-1.13.0
PILOT-0296,positive,0.98,0.97,mild,Katagum,1.0,0.25,mixed,0.73,auto,v2,jev-1.13.0
PILOT-0297,negative,0.73,0.92,strong,Katagum,0.99,0.43,mixed,0.79,human_review,v2,jev-1.13.0
PILOT-0298,negative,0.8,0.94,mild,Katagum,1.0,0.96,hausa,0.54,auto,v2,jev-1.13.0
PILOT-0299,neutral,0.97,0.93,calm,Katagum,1.0,0.17,mixed,0.42,auto,v2,jev-1.13.0
PILOT-0300,not_about_candidate,1.0,0.02,calm,Katagum,1.0,0.07,mixed,0.58,auto,v2,jev-1.13.0
PILOT-0301,positive,0.87,0.92,mild,Kirfi,1.0,0.22,english,0.97,auto,v2,jev-1.13.0
PILOT-0302,positive,0.99,0.92,mild,Kirfi,1.0,0.25,english,0.99,auto,v2,jev-1.13.0
PILOT-0303,positive,0.99,0.95,mild,Kirfi,1.0,0.31,english,1.0,auto,v2,jev-1.13.0
PILOT-0304,negative,1.0,0.96,strong,Kirfi,1.0,0.3,english,0.94,auto,v2,jev-1.13.0
PILOT-0305,negative,0.95,0.98,strong,Kirfi,1.0,0.58,english,0.88,auto,v2,jev-1.13.0
PILOT-0306,negative,0.99,0.96,strong,Kirfi,1.0,0.93,english,0.91,auto,v2,jev-1.13.0
PILOT-0307,neutral,0.88,0.91,calm,Kirfi,1.0,0.16,english,1.0,auto,v2,jev-1.13.0
PILOT-0308,neutral,0.99,0.87,calm,Kirfi,1.0,0.15,english,1.0,auto,v2,jev-1.13.0
PILOT-0309,not_about_candidate,0.99,0.02,mild,Kirfi,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0310,not_about_candidate,0.99,0.02,mild,Kirfi,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0311,not_about_candidate,1.0,0.02,calm,Kirfi,1.0,0.06,english,0.98,auto,v2,jev-1.13.0
PILOT-0312,not_about_candidate,0.99,0.02,mild,Kirfi,1.0,0.09,english,1.0,auto,v2,jev-1.13.0
PILOT-0313,positive,0.82,0.98,strong,Kirfi,1.0,0.41,hausa,0.65,auto,v2,jev-1.13.0
PILOT-0314,positive,0.99,0.95,mild,Kirfi,1.0,0.25,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0315,negative,0.99,0.96,strong,Kirfi,1.0,0.46,hausa,0.66,auto,v2,jev-1.13.0
PILOT-0316,negative,0.77,0.96,strong,Kirfi,1.0,0.46,hausa,0.53,human_review,v2,jev-1.13.0
PILOT-0317,negative,0.77,0.88,moderate,Kirfi,1.0,0.89,hausa,0.6,human_review,v2,jev-1.13.0
PILOT-0318,neutral,0.96,0.94,calm,Kirfi,1.0,0.15,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0319,not_about_candidate,0.68,0.04,mild,Kirfi,0.99,0.13,hausa,0.94,human_review,v2,jev-1.13.0
PILOT-0320,not_about_candidate,0.64,0.04,mild,Kirfi,0.99,0.12,hausa,0.94,human_review,v2,jev-1.13.0
PILOT-0321,positive,0.99,0.97,mild,Kirfi,1.0,0.26,mixed,0.63,auto,v2,jev-1.13.0
PILOT-0322,negative,0.8,0.95,strong,Kirfi,0.99,0.37,mixed,0.73,auto,v2,jev-1.13.0
PILOT-0323,negative,0.86,0.94,mild,Kirfi,1.0,0.96,hausa,0.62,auto,v2,jev-1.13.0
PILOT-0324,neutral,0.98,0.94,calm,Kirfi,0.99,0.17,mixed,0.55,auto,v2,jev-1.13.0
PILOT-0325,not_about_candidate,1.0,0.02,calm,Kirfi,1.0,0.06,mixed,0.63,auto,v2,jev-1.13.0
PILOT-0326,positive,0.99,0.95,mild,Misau,1.0,0.24,english,0.98,auto,v2,jev-1.13.0
PILOT-0327,positive,1.0,0.98,moderate,Misau,1.0,0.26,english,0.98,auto,v2,jev-1.13.0
PILOT-0328,positive,1.0,0.98,moderate,Misau,1.0,0.24,english,0.99,auto,v2,jev-1.13.0
PILOT-0329,negative,0.98,0.98,strong,Misau,1.0,0.51,english,0.97,auto,v2,jev-1.13.0
PILOT-0330,negative,0.88,0.95,strong,Misau,1.0,0.53,english,0.98,auto,v2,jev-1.13.0
PILOT-0331,negative,0.95,0.92,moderate,Misau,1.0,0.93,english,0.99,auto,v2,jev-1.13.0
PILOT-0332,neutral,1.0,0.87,calm,Misau,1.0,0.12,english,1.0,auto,v2,jev-1.13.0
PILOT-0333,neutral,1.0,0.85,calm,Misau,1.0,0.12,english,1.0,auto,v2,jev-1.13.0
PILOT-0334,not_about_candidate,0.99,0.03,mild,Misau,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0335,not_about_candidate,1.0,0.02,calm,Misau,1.0,0.05,english,0.99,auto,v2,jev-1.13.0
PILOT-0336,not_about_candidate,0.99,0.02,mild,Misau,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0337,not_about_candidate,1.0,0.02,calm,Misau,1.0,0.05,english,0.99,auto,v2,jev-1.13.0
PILOT-0338,positive,0.95,0.93,mild,Misau,1.0,0.25,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0339,positive,0.52,0.98,calm,Misau,1.0,0.17,hausa,0.65,human_review,v2,jev-1.13.0
PILOT-0340,negative,0.98,0.96,strong,Misau,1.0,0.47,hausa,0.69,auto,v2,jev-1.13.0
PILOT-0341,negative,0.96,0.96,strong,Misau,1.0,0.44,hausa,0.69,auto,v2,jev-1.13.0
PILOT-0342,negative,0.43,0.93,calm,Misau,1.0,0.88,hausa,0.71,human_review,v2,jev-1.13.0
PILOT-0343,neutral,0.98,0.94,calm,Misau,1.0,0.15,hausa,0.97,auto,v2,jev-1.13.0
PILOT-0344,not_about_candidate,0.96,0.03,calm,Misau,1.0,0.09,hausa,0.97,auto,v2,jev-1.13.0
PILOT-0345,not_about_candidate,0.81,0.03,mild,Misau,1.0,0.16,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0346,positive,1.0,0.92,mild,Misau,1.0,0.28,mixed,0.87,auto,v2,jev-1.13.0
PILOT-0347,negative,0.93,0.95,strong,Misau,1.0,0.48,mixed,0.86,auto,v2,jev-1.13.0
PILOT-0348,negative,0.81,0.94,mild,Misau,1.0,0.96,hausa,0.57,auto,v2,jev-1.13.0
PILOT-0349,neutral,0.99,0.92,calm,Misau,1.0,0.16,hausa,0.44,auto,v2,jev-1.13.0
PILOT-0350,not_about_candidate,1.0,0.02,calm,Misau,1.0,0.05,mixed,0.57,auto,v2,jev-1.13.0
PILOT-0351,positive,1.0,0.98,moderate,Ningi,1.0,0.33,english,0.98,auto,v2,jev-1.13.0
PILOT-0352,positive,0.99,0.96,mild,Ningi,1.0,0.21,english,0.98,auto,v2,jev-1.13.0
PILOT-0353,positive,0.93,0.92,mild,Ningi,1.0,0.23,english,1.0,auto,v2,jev-1.13.0
PILOT-0354,negative,0.99,0.93,strong,Ningi,1.0,0.58,english,1.0,auto,v2,jev-1.13.0
PILOT-0355,negative,0.97,0.92,strong,Ningi,1.0,0.5,english,0.99,auto,v2,jev-1.13.0
PILOT-0356,negative,0.94,0.91,strong,Ningi,1.0,0.92,english,0.98,auto,v2,jev-1.13.0
PILOT-0357,neutral,0.87,0.94,calm,Ningi,1.0,0.15,english,1.0,auto,v2,jev-1.13.0
PILOT-0358,neutral,1.0,0.84,calm,Ningi,1.0,0.12,english,0.98,auto,v2,jev-1.13.0
PILOT-0359,not_about_candidate,1.0,0.02,calm,Ningi,1.0,0.04,english,0.95,auto,v2,jev-1.13.0
PILOT-0360,not_about_candidate,1.0,0.02,calm,Ningi,1.0,0.05,english,0.96,auto,v2,jev-1.13.0
PILOT-0361,not_about_candidate,1.0,0.02,calm,Ningi,1.0,0.05,english,0.95,auto,v2,jev-1.13.0
PILOT-0362,not_about_candidate,1.0,0.02,mild,Ningi,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0363,positive,0.43,0.98,calm,Ningi,1.0,0.18,hausa,0.68,human_review,v2,jev-1.13.0
PILOT-0364,positive,0.75,0.98,calm,Ningi,1.0,0.18,hausa,0.66,human_review,v2,jev-1.13.0
PILOT-0365,negative,0.95,0.96,strong,Ningi,1.0,0.39,hausa,0.63,auto,v2,jev-1.13.0
PILOT-0366,negative,0.92,0.96,strong,Ningi,1.0,0.41,hausa,0.43,auto,v2,jev-1.13.0
PILOT-0367,negative,0.63,0.89,moderate,Ningi,1.0,0.88,hausa,0.67,human_review,v2,jev-1.13.0
PILOT-0368,neutral,0.83,0.93,calm,Ningi,1.0,0.17,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0369,not_about_candidate,0.96,0.03,calm,Ningi,1.0,0.07,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0370,not_about_candidate,0.95,0.03,calm,Ningi,1.0,0.07,hausa,0.96,auto,v2,jev-1.13.0
PILOT-0371,positive,0.88,0.91,mild,Ningi,1.0,0.28,mixed,0.91,auto,v2,jev-1.13.0
PILOT-0372,negative,0.6,0.95,strong,Ningi,1.0,0.42,mixed,0.86,human_review,v2,jev-1.13.0
PILOT-0373,negative,0.75,0.93,mild,Ningi,1.0,0.96,hausa,0.44,human_review,v2,jev-1.13.0
PILOT-0374,neutral,0.97,0.93,calm,Ningi,1.0,0.17,mixed,0.43,auto,v2,jev-1.13.0
PILOT-0375,not_about_candidate,1.0,0.02,calm,Ningi,1.0,0.05,mixed,0.55,auto,v2,jev-1.13.0
PILOT-0376,positive,0.94,0.91,mild,Shira,1.0,0.24,english,0.99,auto,v2,jev-1.13.0
PILOT-0377,positive,0.99,0.92,mild,Shira,1.0,0.28,english,0.97,auto,v2,jev-1.13.0
PILOT-0378,positive,0.99,0.94,mild,Shira,1.0,0.16,english,1.0,auto,v2,jev-1.13.0
PILOT-0379,negative,1.0,0.96,strong,Shira,1.0,0.29,english,0.95,auto,v2,jev-1.13.0
PILOT-0380,negative,0.96,0.99,strong,Shira,1.0,0.53,english,0.96,auto,v2,jev-1.13.0
PILOT-0381,negative,0.99,0.96,strong,Shira,1.0,0.92,english,0.85,auto,v2,jev-1.13.0
PILOT-0382,neutral,0.77,0.94,calm,Shira,1.0,0.12,english,1.0,human_review,v2,jev-1.13.0
PILOT-0383,neutral,0.83,0.94,calm,Shira,1.0,0.12,english,0.99,auto,v2,jev-1.13.0
PILOT-0384,not_about_candidate,0.99,0.02,mild,Shira,1.0,0.06,english,0.99,auto,v2,jev-1.13.0
PILOT-0385,not_about_candidate,1.0,0.01,calm,Shira,1.0,0.04,english,0.98,auto,v2,jev-1.13.0
PILOT-0386,not_about_candidate,1.0,0.01,calm,Shira,1.0,0.03,english,0.98,auto,v2,jev-1.13.0
PILOT-0387,not_about_candidate,1.0,0.02,calm,Shira,1.0,0.04,english,0.97,auto,v2,jev-1.13.0
PILOT-0388,positive,0.97,0.94,mild,Shira,1.0,0.21,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0389,positive,0.95,0.93,mild,Shira,1.0,0.22,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0390,negative,0.88,0.96,strong,Shira,0.99,0.45,hausa,0.54,auto,v2,jev-1.13.0
PILOT-0391,negative,0.83,0.96,strong,Shira,1.0,0.38,hausa,0.37,auto,v2,jev-1.13.0
PILOT-0392,negative,0.68,0.92,mild,Shira,1.0,0.88,hausa,0.65,human_review,v2,jev-1.13.0
PILOT-0393,neutral,0.94,0.94,calm,Shira,1.0,0.15,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0394,not_about_candidate,0.71,0.04,mild,Shira,1.0,0.11,hausa,0.91,human_review,v2,jev-1.13.0
PILOT-0395,not_about_candidate,0.96,0.03,calm,Shira,1.0,0.07,hausa,0.92,auto,v2,jev-1.13.0
PILOT-0396,positive,0.93,0.96,mild,Shira,1.0,0.22,mixed,0.61,auto,v2,jev-1.13.0
PILOT-0397,negative,0.99,0.96,moderate,Shira,0.98,0.53,mixed,0.91,auto,v2,jev-1.13.0
PILOT-0398,negative,0.78,0.93,mild,Shira,1.0,0.96,hausa,0.5,human_review,v2,jev-1.13.0
PILOT-0399,neutral,0.98,0.92,calm,Shira,1.0,0.15,hausa,0.52,auto,v2,jev-1.13.0
PILOT-0400,not_about_candidate,0.99,0.02,calm,Shira,0.99,0.06,mixed,0.55,auto,v2,jev-1.13.0
PILOT-0401,positive,0.98,0.93,mild,Tafawa-Balewa,1.0,0.28,english,0.99,auto,v2,jev-1.13.0
PILOT-0402,positive,0.94,0.94,mild,Tafawa-Balewa,1.0,0.24,english,0.99,auto,v2,jev-1.13.0
PILOT-0403,positive,0.97,0.95,mild,Tafawa-Balewa,1.0,0.4,english,1.0,auto,v2,jev-1.13.0
PILOT-0404,negative,0.99,0.98,strong,Tafawa-Balewa,1.0,0.47,english,0.98,auto,v2,jev-1.13.0
PILOT-0405,negative,1.0,0.96,strong,Tafawa-Balewa,1.0,0.32,english,0.95,auto,v2,jev-1.13.0
PILOT-0406,negative,0.96,0.95,strong,Tafawa-Balewa,1.0,0.91,english,0.97,auto,v2,jev-1.13.0
PILOT-0407,neutral,0.87,0.92,calm,Tafawa-Balewa,1.0,0.14,english,1.0,auto,v2,jev-1.13.0
PILOT-0408,neutral,0.92,0.92,calm,Tafawa-Balewa,1.0,0.15,english,1.0,auto,v2,jev-1.13.0
PILOT-0409,not_about_candidate,1.0,0.02,calm,Tafawa-Balewa,0.98,0.06,english,1.0,auto,v2,jev-1.13.0
PILOT-0410,not_about_candidate,0.99,0.03,calm,Tafawa-Balewa,1.0,0.09,english,1.0,auto,v2,jev-1.13.0
PILOT-0411,not_about_candidate,1.0,0.02,mild,Tafawa-Balewa,1.0,0.09,english,1.0,auto,v2,jev-1.13.0
PILOT-0412,not_about_candidate,1.0,0.02,calm,Tafawa-Balewa,0.99,0.07,english,1.0,auto,v2,jev-1.13.0
PILOT-0413,positive,0.59,0.98,strong,Tafawa-Balewa,0.99,0.4,hausa,0.57,human_review,v2,jev-1.13.0
PILOT-0414,positive,0.98,0.95,mild,Tafawa-Balewa,1.0,0.26,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0415,negative,0.9,0.96,strong,Tafawa-Balewa,0.99,0.36,hausa,0.6,auto,v2,jev-1.13.0
PILOT-0416,negative,0.78,0.95,strong,Tafawa-Balewa,1.0,0.33,hausa,0.54,human_review,v2,jev-1.13.0
PILOT-0417,negative,0.51,0.9,calm,Tafawa-Balewa,1.0,0.89,hausa,0.61,human_review,v2,jev-1.13.0
PILOT-0418,neutral,0.93,0.96,calm,Tafawa-Balewa,1.0,0.2,hausa,0.92,auto,v2,jev-1.13.0
PILOT-0419,not_about_candidate,0.75,0.04,mild,Tafawa-Balewa,1.0,0.25,hausa,0.94,human_review,v2,jev-1.13.0
PILOT-0420,not_about_candidate,0.74,0.04,mild,Tafawa-Balewa,1.0,0.27,hausa,0.95,human_review,v2,jev-1.13.0
PILOT-0421,positive,0.98,0.93,mild,Tafawa-Balewa,1.0,0.3,mixed,0.9,auto,v2,jev-1.13.0
PILOT-0422,negative,0.91,0.95,strong,Tafawa-Balewa,0.99,0.49,mixed,0.97,auto,v2,jev-1.13.0
PILOT-0423,negative,0.66,0.93,mild,Tafawa-Balewa,1.0,0.95,hausa,0.42,human_review,v2,jev-1.13.0
PILOT-0424,neutral,0.97,0.95,calm,Tafawa-Balewa,1.0,0.17,hausa,0.49,auto,v2,jev-1.13.0
PILOT-0425,not_about_candidate,1.0,0.02,calm,Tafawa-Balewa,0.97,0.08,mixed,0.54,auto,v2,jev-1.13.0
PILOT-0426,positive,0.98,0.95,mild,Toro,1.0,0.13,english,0.95,auto,v2,jev-1.13.0
PILOT-0427,positive,0.98,0.94,mild,Toro,1.0,0.16,english,0.98,auto,v2,jev-1.13.0
PILOT-0428,positive,0.97,0.95,mild,Toro,1.0,0.17,english,0.97,auto,v2,jev-1.13.0
PILOT-0429,negative,1.0,0.95,strong,Toro,0.99,0.28,english,0.97,auto,v2,jev-1.13.0
PILOT-0430,negative,0.98,0.98,strong,Toro,1.0,0.58,english,0.91,auto,v2,jev-1.13.0
PILOT-0431,negative,0.93,0.92,moderate,Toro,1.0,0.9,english,0.96,auto,v2,jev-1.13.0
PILOT-0432,neutral,0.82,0.93,calm,Toro,1.0,0.14,english,0.99,auto,v2,jev-1.13.0
PILOT-0433,neutral,1.0,0.85,calm,Toro,1.0,0.13,english,0.97,auto,v2,jev-1.13.0
PILOT-0434,not_about_candidate,1.0,0.02,calm,Toro,0.99,0.03,english,0.99,auto,v2,jev-1.13.0
PILOT-0435,not_about_candidate,1.0,0.02,calm,Toro,1.0,0.03,english,0.98,auto,v2,jev-1.13.0
PILOT-0436,not_about_candidate,1.0,0.02,mild,Toro,1.0,0.08,english,0.98,auto,v2,jev-1.13.0
PILOT-0437,not_about_candidate,1.0,0.01,calm,Toro,0.99,0.03,english,0.99,auto,v2,jev-1.13.0
PILOT-0438,positive,0.37,0.98,calm,Toro,1.0,0.2,hausa,0.65,human_review,v2,jev-1.13.0
PILOT-0439,negative,0.3,0.97,strong,Toro,1.0,0.37,hausa,0.45,human_review,v2,jev-1.13.0
PILOT-0440,negative,0.89,0.96,strong,Toro,1.0,0.38,hausa,0.61,auto,v2,jev-1.13.0
PILOT-0441,negative,0.94,0.96,strong,Toro,1.0,0.4,hausa,0.6,auto,v2,jev-1.13.0
PILOT-0442,positive,0.58,0.88,mild,Toro,1.0,0.9,hausa,0.65,human_review,v2,jev-1.13.0
PILOT-0443,neutral,0.95,0.93,calm,Toro,1.0,0.14,hausa,0.95,auto,v2,jev-1.13.0
PILOT-0444,not_about_candidate,0.7,0.03,mild,Toro,0.98,0.14,hausa,0.88,human_review,v2,jev-1.13.0
PILOT-0445,not_about_candidate,0.69,0.03,mild,Toro,0.98,0.14,hausa,0.88,human_review,v2,jev-1.13.0
PILOT-0446,positive,0.96,0.96,mild,Toro,1.0,0.24,mixed,0.81,auto,v2,jev-1.13.0
PILOT-0447,negative,0.4,0.93,strong,Toro,0.97,0.34,mixed,0.79,human_review,v2,jev-1.13.0
PILOT-0448,negative,0.87,0.94,mild,Toro,1.0,0.96,hausa,0.38,auto,v2,jev-1.13.0
PILOT-0449,neutral,0.98,0.93,calm,Toro,1.0,0.16,mixed,0.45,auto,v2,jev-1.13.0
PILOT-0450,not_about_candidate,1.0,0.02,calm,Toro,0.99,0.05,mixed,0.6,auto,v2,jev-1.13.0
PILOT-0451,positive,1.0,0.98,moderate,Warji,1.0,0.26,english,0.99,auto,v2,jev-1.13.0
PILOT-0452,positive,0.99,0.95,mild,Warji,1.0,0.27,english,1.0,auto,v2,jev-1.13.0
PILOT-0453,positive,1.0,0.94,mild,Warji,1.0,0.22,english,0.99,auto,v2,jev-1.13.0
PILOT-0454,negative,1.0,0.95,strong,Warji,1.0,0.27,english,0.98,auto,v2,jev-1.13.0
PILOT-0455,negative,0.98,0.92,strong,Warji,1.0,0.55,english,0.99,auto,v2,jev-1.13.0
PILOT-0456,negative,0.92,0.89,moderate,Warji,1.0,0.91,english,0.98,auto,v2,jev-1.13.0
PILOT-0457,neutral,0.81,0.93,calm,Warji,1.0,0.16,english,1.0,auto,v2,jev-1.13.0
PILOT-0458,neutral,0.89,0.93,calm,Warji,1.0,0.18,english,1.0,auto,v2,jev-1.13.0
PILOT-0459,not_about_candidate,0.99,0.03,mild,Warji,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0460,not_about_candidate,1.0,0.02,calm,Warji,1.0,0.05,english,0.97,auto,v2,jev-1.13.0
PILOT-0461,not_about_candidate,1.0,0.03,mild,Warji,1.0,0.08,english,1.0,auto,v2,jev-1.13.0
PILOT-0462,not_about_candidate,1.0,0.02,calm,Warji,1.0,0.05,english,0.97,auto,v2,jev-1.13.0
PILOT-0463,positive,0.98,0.94,mild,Warji,1.0,0.29,hausa,0.94,auto,v2,jev-1.13.0
PILOT-0464,positive,0.38,0.98,mild,Warji,1.0,0.38,hausa,0.56,human_review,v2,jev-1.13.0
PILOT-0465,negative,0.96,0.96,strong,Warji,1.0,0.4,hausa,0.64,auto,v2,jev-1.13.0
