raw_id,source,language_label,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,opposition_signal_probability,routing_decision,schema_version,model,text,human_sentiment,human_intensity,human_lga,human_mentions,human_opp,human_language
legit_hausa-522a626dfeab,legit_hausa,hausa,not_about_candidate,0.99,0.03,calm,unclear,0.32,auto,v3,jev-1.13.0,"A Karshe, Gwamnan Bauchi zai Sauya Sheka, Ya Fadi Kujerar da zai Nema a 2027 - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Editan Legit Hausa Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. Jihar Bauchi - Gwamnan Bala Mohammed na jihar Bauchi ya sanar da cewa nan da kwanaki masu zuwa za a ji labarin inda ya dosa a siyasa. Hakan na zuwa ne bayan hukuncin da kotun daukaka kara ta yi na rusa taron da jam'iyyar PDP ta yi a birnin Ibadan na jihar Oyo. Martanin Nafi'u Bala ga hukuncin kotun koli game da shari'ar rikicin ADC A wani bidiyo da tashar BBC Hausa ta wallafa a shafinta na X , Bala Mohammed ya bayyana kujerar da zai nema a zaben 2027. Bala Mohammed ya bayyana cewa sun karbi hukuncin da kotu ta yi game da karar da aka shigar da su domin ba ya nuna cewa sun fadi warwas. Ya ce duk da kotu ta rusa taron da suka yi a Ibadan, kotun ta kuma rusa shugabannin PDP da bangaren Nyesom Wike ya kafa. Gwamnan ya bayyana cewa Wike da 'yan bangaren shi aiki suke yi wa APC, ya tsaya ne a jam'iyyar PDP ne domin ya kawo masu cikas. Bala Mohammed ya ce ya riga ya tattauna da mutanensa a Bauchi domin sauya sheka da za ta ba su damar yin takara a zaben 2027. Gwamnan ya ce za su nemi jam'iyya mai tsafta da ba ta da rigingimu domin su shiga su yi takara, kuma nan gaba kadan za a ji ina suka dosa. ""Ba aibu ba ne,"" Shugaba Tinubu ya yi magana kan bashin da yake ciyo wa Najeriya Ya kara da cewa manyan PDP kamar Tanimu Turaki da sauransu za su tsaya a jam'iyyar su kwato hakkinsu yayin da su kuma za su sauya sheka. Sanata Bala Mohammed ya bayyana cewa ba zai yi takarar shugaban kasa ba a 2027, domin a PDP ma sun mayar da batun tsayawa takara zuwa Kudu. Ya bayyana cewa zai nemi takarar Sanata a Bauchi ta Kudu domin cigaba da kawo ayyukan alheri ga mutanen da zai wakilta. A kan batun dunkulewar 'yan adawa kuma, ya ce suna tattaunawa da su Rabiu Kwankwaso , Peter Obi da sauransu amma matsalolin da suke fuskanta sun bambanta. Atiku ya ce zubar da jinin 'yan Najeriya zai kawo karshen Tinubu a 2027 A wani labarin, kun ji cewa ana cigaba da rade-radin cewa Sanata Rabiu Musa Kwankwaso da Peter Obi za su fice daga jam'iyyar ADC. Hakan na zuwa ne yayin da jam'iyyar ke cigaba da fuskantar rikicin cikin gida da kuma shari'a a kotu duk da zabe na kara karatowa. Masana sun yi gargadin cewa sauya shekar za ta iya haifar da matsala musamman lura da yadda 'yan adawa ke burin kifar da Bola Tinubu . Wanda ya tantance Muhammad Malumfashi, babban edita a Legit.ng. Ibrahim Yusuf                                    (Hausa Editor) Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. ibrahim.yusuf@corp.legit.ng",,,,,,
gdelt-7697b80d75d5,gdelt,english,not_about_candidate,0.99,0.04,calm,unclear,0.09,auto,v3,jev-1.13.0,Bauchi hit - and - run kills 19 - year - old student,,,,,,
legit_hausa-0af8e9017f90,legit_hausa,hausa,not_about_candidate,1.0,0.02,calm,unclear,0.07,auto,v3,jev-1.13.0,"A Kula: Bauchi, Jigawa da Wasu Jihohi 26 Za Su Fuskanci Ambaliyar Ruwa - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! ​​​​​​​​​​​Editan Legit Hausa Sharif Lawal yana da kwarewar shekaru wajen kawo rahotannin siyasa, al'amuran yau da kullum, tsegumi da nishadi FCT, Abuja - Hukumar kula da hasashen yanayi ta Najeriya (NiMet) ta fitar da sabon gargaɗi kan yiwuwar ambaliyar ruwa a jihohi 26 da babban birnin tarayya Abuja . NiMet ta bayyana cewa jihohin Bauchi, Jigawa, Taraba, Adamawa, Plateau, Benue, Nasarawa da Kogi na cikin yankunan Arewa da ke fuskantar babban haɗari tsakanin 11 zuwa 20 ga Yulin 2026. Hukumar NiMet ta bayyana hakan ne a cikin wata sanarwa da ta fitar a shafinta na X a ranar Asabar, 11 ga watan Yulin 2026. ""Ku taimaka"": Remi Tinubu ta roki Davido da sauran manyan mawaka a Najeriya NiMet ta bayyana cewa ci gaba da samun ruwan sama a cikin kwanaki 10 na farkon watan Yuli ya sa ƙasa ta cika da ruwa a sassa da dama na ƙasar, wanda hakan ya rage ƙarfin ƙasar na shanye ƙarin ruwa, tare da ƙara yiwuwar ambaliyar ruwa cikin gaggawa. A cikin taswirar hasashen haɗarin ambaliyar ruwa ta kwanaki 10 na biyu na watan Yuli (11–20 ga Yuli, 2026), hukumar ta kuma lissafo jihohin Kwara, Oyo, Ogun, Legas, Osun, Ekiti, Ondo, Delta, Edo, Abia, Imo, Ebonyi, Enugu, Akwa Ibom, Cross River , Rivers da Bayelsa, tare da Abuja, a matsayin wuraren da ke cikin haɗarin ambaliya. Hukumar ta ce haɗuwar ci gaba da ruwan sama da kuma ƙasa mai cike da ruwa na iya jawo ambaliyar ruwa a wurare masu ƙasa, birane da yankunan da ba su da ingantaccen tsarin magudanar ruwa. NiMet ta yi gargaɗin cewa ambaliyar na iya kawo cikas ga sufuri ta hanyar mamaye tituna, haddasa cunkoson ababen hawa da kuma hana zirga-zirga a wasu hanyoyi. Hukumar ta kuma ce ruwan sama mai ƙarfi na iya katse wutar lantarki da hanyoyin sadarwa, yayin da rashin gani sosai lokacin da ake tsananin ruwan sama zai iya jefa masu amfani da hanya cikin haɗari tare da shafar harkokin sufurin jiragen sama. Tashin hankali: Guguwa mai karfi ta hallaka mutane, ta yi mummunar barna a Yobe Bugu da ƙari, NiMet ta ce ambaliyar na iya lalata gonaki da amfanin gona a lokacin da noma ke da matuƙar muhimmanci, lamarin da ka iya rage yawan amfanin gona tare da barazana ga wadatar abinci. Haka kuma, ta yi gargadin cewa muhimman kayayyakin more rayuwa kamar tituna, gadoji da magudanan ruwa na iya samun mummunar lalacewa idan ambaliyar da ake hasashe ta faru. Hukumar ta bayyana cewa ruwan da ke tsayawa bayan ambaliya na iya ƙara yaɗuwar cututtukan da ruwa ke haddasawa saboda ƙarancin tsafta a yankunan da abin ya shafa. Domin rage illolin da ka iya faruwa, NiMet ta bukaci mazauna yankunan da abin ya shafa su rika bibiyar hasashen yanayi da gargaɗin ambaliya tare da ɗaukar matakan kariya kafin a samu ruwan sama mai ƙarfi. Hukumar ta kuma yi kira ga hukumomin ba da agajin gaggawa na jihohi (SEMAs) da su ƙara ƙaimi wajen shirye-shiryen tunkarar lamarin tare da haɗin gwiwa da hukumar ba da agajin gaggawa ta kasa (NEMA) da sauran hukumomin da abin ya shafa. Hakazalika, ta shawarci al'ummomi su tabbatar da cewa an share magudanan ruwa, bututun kwararar ruwa da hanyoyin ruwa daga shara domin ba wa ruwan sama damar gudana cikin sauƙi tare da rage haɗarin ambaliya a birane. Dalla dalla: Yadda za a kai korafi ga EFCC kan zargin damfara, badakala A wani labarin kuma, kun ji cewa hukumar NiMet ta yi gargadin cewa jihohi 27 na Najeriya na iya fuskantar ambaliyar ruwa tsakanin ranar 1 zuwa 10 ga watan Yulin 2026. Hukumar ta bayyana cewa ana sa ran mamakon ruwan sama zai ci gaba da sauka a wannan lokaci, yayin da ake kara nutsawa a cikin daminar a fadin Najeriya. Sharif Lawal                                    (Hausa Editor) Sharif Lawal ma'aikacin jarida ne wanda ya samu gogewa a harkar aikin jarida. Ya yi digirinsa na farko a jami'ar Ahmadu Bello (ABU) da ke Zaria. Ya samu horo daga Reuters kan aikin jarida da tantance labarai. Za a iya tuntubarsa ta Sharif.lawal@corp.legit.ng",,,,,,
news_rfi_hausa-825d4a098557,news_rfi_hausa,hausa,not_about_candidate,1.0,0.02,calm,unclear,0.12,auto,v3,jev-1.13.0,"Kashim Shettima zai wakilci Najeriya a babban taron Majalisar Dinkin Duniya. Shugaban Najeriya Bola Tinubu ya tabbatar da cewa ba zai halarci babban taron Majalisar Dinkin Duniya na 81 da za a gudanar a New York na Amurka ba, inda ya bukaci Mataimakin Shugaban Kasa Kashim Shettima ya jagoranci tawagar Najeriya. Kashim Shettima zai yi tattaki New York domin wakiltar Najeriya a babban taron da muhawarar shugabannin ƙasashe da za ta gudana daga ranar 22 zuwa 28 ga watan Satumba. Sanarwar maitaimakawa mataimakin shugaban kasa kan harkokin yada labarai Stanley Nkwocha, ta sauya abin da aka sanar tun farko, bayan da jakadan Najeriya na dindindin a Majalisar Dinkin Duniya, Jimoh Ibrahim, ya ce Tinubu ya amince da halartar taron tare da gabatar da jawabi. Wannan ya sauya abin da aka sanar tun farko, bayan da jakadan Najeriya na dindindin a Majalisar Dinkin Duniya, Jimoh Ibrahim, ya ce Tinubu ya amince da halartar taron tare da gabatar da jawabin Najeriya. Wannan zai kasance karo na uku a jere da Shettima ke wakiltar Tinubu a babban taron na Majalisar Dinkin Duniya. Labaran Samun Labaran RFI,  Hirarraki, Rubattattuun Labarai, Labarai game da wani, shirye-shirye. Ku saurari dukannin labaran duniya ta hanyar sauke man hajar RFI",,,,,,
nairaland-af1e925171d3,nairaland,english,not_about_candidate,0.98,0.02,moderate,unclear,0.44,auto,v3,jev-1.13.0,"YourGFsnatcher : Buhari lost Abuja, so did tinubu, tinubu lost lagos too, what's special about the capital Or u just talking emotionally?? Abuja doesn't matter for presidential election because it has low number of electorates...but state capitals matter for state gov. Election because all state capitals constitute a significant portion of vote state-wide",,,,,,
nairaland-fab68e919731,nairaland,mixed,not_about_candidate,0.96,0.02,strong,unclear,0.4,auto,v3,jev-1.13.0,Ambo dey flog Adeleke like thief as we speak Ambo is the new Governor of osun State,,,,,,
nairaland-8aa740f89f57,nairaland,mixed,not_about_candidate,1.0,0.01,calm,unclear,0.15,auto,v3,jev-1.13.0,"fergie001 : The Osun Governorship election holds today, August 15 2026, and voting is expected to take place in the 30 Local Government Areas of the state. Out of the total of 2,339,233 registered voters in the State, 1,906,390 PVCs, representing 81.50 per cent, have been collected. 15 Candidates will seek to occupy the Bola Ige House in Abeere for the next four years but the voters  will only entrust one with their votes. There are however three frontrunners: The incumbent, Ademola Adeleke of the Accord Party, Najeem Salam of the ADC and Bola Oyebamiji of the APC. All top three candidates hail from the Osun West Senatorial Zone Swore party no dey",,,,,,
nairaland-19b3a2ac7f5f,nairaland,english,not_about_candidate,0.99,0.02,strong,unclear,0.1,auto,v3,jev-1.13.0,"nedu666 : The south West had thriving industries. This has to be a joke. Which thriving industries. 99% of factories in agbara, ota industrial estate ikeja belongs to Indians Lebanese and Chinese. So where are the yoruba industries If Igbos have half of Yoruba industries,you won't be importing fake products. Yorubas are not petty traders like you but staunch and savvy business people.",,,,,,
nairaland-25081e277004,nairaland,mixed,not_about_candidate,0.25,0.03,strong,unclear,0.31,human_review,v3,jev-1.13.0,"Kalashnikov49 : You play what? If a non igbo is President and delivers why should igbos. Fight the person... How can you support people that are failures,  but insult those trying to even make your life better? Omo..na wa Because my life is ok Not wanting to much Boss feel free to make your self comfortable with your situation",,,,,,
nairaland-3f7001f97fab,nairaland,mixed,neutral,0.31,0.16,mild,unclear,0.26,human_review,v3,jev-1.13.0,1Youngestuk : The thing done tire me. This is almost 3:30 pm and no material for me to take laugh davido uncle.😁😁😁 The result don dey come out Adeleke and AMBO dey go head to head,,,,,,
nairaland-7667a8d3554a,nairaland,english,not_about_candidate,0.99,0.04,mild,unclear,0.08,auto,v3,jev-1.13.0,Also ban those using derogatory words against women... Apart from curses and swear words.,,,,,,
nairaland-f30c0be15f02,nairaland,english,not_about_candidate,1.0,0.01,strong,unclear,0.46,auto,v3,jev-1.13.0,"My memory of Peter Obi's years tell me he was a fraud. But he is better than Atiku, a greater fraud. But I believe the current Obi is better than the one that was Governor. This one studied Economics as SEC Chairman, has seen life a second time and prays the Rosary. Nigeria needs a Christian this time around, not another muslim. Therefore one Our Father, one Hail Mary for the only Christian in the race, except God wants to shatter this country and make it start afresh. Peace and progress. Afterall we should pray the Lord of the harvest,5 that he may send labourers into His own harvest. That is how good leaders are obtained. Not necessarily by human prudence. To cut story short we will vote the fraud. Of the three (Tinubu, Obi, Atiku) he is the least fraud. Since you want the truth that is the truth. All three are frauds and he is the least fraud.",,,,,,
nairaland-ef28986bc68e,nairaland,mixed,not_about_candidate,0.94,0.02,strong,unclear,0.57,auto,v3,jev-1.13.0,Freshtruth : Ambo dey flog Adeleke like thief as we speak Ambo is the new Governor of osun State please don't loud it abeg,,,,,,
nairaland-2b7a7c5b9ff4,nairaland,english,negative,0.6,0.03,strong,unclear,0.31,human_review,v3,jev-1.13.0,"SlahJoe : If he can support hisbah police, to me he's speaking from both sides of his mouth He supported hisbah but he doesn't support state police. NDC would take Nigeria back. NDC would not near presidency.",,,,,,
nairaland-ca6854cb5a12,nairaland,english,not_about_candidate,0.59,0.03,strong,unclear,0.75,human_review,v3,jev-1.13.0,"Hellisreal70 : With this statement it is like this man is a weapon fashioned against our man. Well,  just speaking as a southern Christian. Peter Obi is his own worst enemy not Kwaks! Peter Obi, out of desperation, for the Presidency is in bed with an alleged terrorist who, on one hand stands for Hisbah Police for the advancement of Islam while on the other hand now opposes State Police meant to assure security for the ordinary Nigerian.",,,,,,
nairaland-a476e0a68a92,nairaland,english,not_about_candidate,0.62,0.03,strong,unclear,0.25,human_review,v3,jev-1.13.0,"Ofcourse you have to be against it. Are you not Fulani again. Anyway, State Police has come to stay whether you are for it or not.",,,,,,
legit_hausa-a83fc7cdeed4,legit_hausa,hausa,neutral,0.42,0.91,calm,unclear,0.32,human_review,v3,jev-1.13.0,"Bauchi: Tsohon Kwamishina Ya Zama Mataimakin Dan Takarar Gwamna a APC - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Editan Legit Hausa Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. Jihar Bauchi - Ɗan takarar gwamna a ƙarƙashin jam'iyar APC a jihar Bauchi, Muhammad Abdullahi Abubakar, ya zaɓi mataimaki. Ya zabi tsohon kwamishinan ayyuka na musamman da raya karkara, Farouk Mustapha, a matsayin abokin takararsa a zaben 2027. Daily Trust ta wallafa cewa sakataren tsare-tsare na jihar na jam'iyar APC, Sallah Kafi, ne ya bayyana wannan labari ga manema labarai. Gwamna Kefas ya ajiye mataimakinsa, ya zabi mace a matsayin abokiyar takara a 2027 Sakataren APC ya yi magana yana mai cewa shugabancin jam'iyar tare da ɗan takarar sun riga sun kai sunan Mustapha da takardunsa zuwa ga Hukumar Zabe Mai Zaman Kanta ta Ƙasa, wato INEC, da ke birnin Abuja . Daily Post ta wallafa cewa Mustapha ya kasance daga cikin kwamishimonin da suka yi murabus a gwamnatin Bauchi da Bala Mohammed ke jagoranta. A baya, gwamnan jihar Bauchi, Bala Mohammed, ya ba da umarnin cewa duk waɗanda aka naɗa a siyasance kuma suna son tsayawa takara su bar mukamansu kafin ko a ranar 24 ga Afrilu 2027. Bayan Mustapha ya bar ofis, ya kuma sanar da masu goyon bayansa da abokan siyasarsa da su yi haƙuri, yana alkawarin cewa zai sanar da su da zarar ya yanke shawara game da ƙungiyar siyasa da zai ci gaba da tafiya da ita. Akwai matsala: Mataimakin shugaban APC da wasu manyan ƙusoshi sun fice daga jam'iyyar Haka kuma, Mustapha ya yi murabus daga jam'iyyar APM , kafin ya shiga cikin tsarin zaɓe a ƙarƙashin APC mai adawa a jihar Bauchi. Yanzu da aka gabatar da sunansa ga INEC , Farouk Mustapha ya zama ɗan takarar da zai yi wa Muhammad Abdullahi Abubakar mataimaki yayin neman zaɓen gwamnan jihar Bauchi a 2027, a ƙarƙashin jam'iyar APC. Wannan mataki ya zo ne a lokacin da jam'iyun siyasa ke shirye-shirye sosai don babban zaben 2027 wanda ake sa ran zai dauki hankali jihar Bauchi. A wani labarin, mun kawo muku cewa mutanen tsohon ministan harkokin wajen Najeriya Yusuf Maitama Tuggar sun yi korafi kan zaben fitar da gwanin APC. A wani taron manema labarai da suka yi, sun jaddada cewa jam'iyyar APC ba ta yi sahihin zaben fitar da gwani da za a iya dogara da shi wajen fitar da 'yan takara ba. A kan haka suka bukaci uwar jam'iyyar ta sake nazari kan zabar tsohon gwamnan Bauchi, Muhammad Abubakar a matsayin dan takararta na zaben 2027 a jihar. Ibrahim Yusuf                                    (Hausa Editor) Ibrahim Yusuf yana da gogewar aikin jarida da rubuce-rubucen adabi sama da shekaru hudu, kuma kwararre ne a kawo rahotannin kasuwanci, siyasa da lamuran yau da kullum. ibrahim.yusuf@corp.legit.ng",,,,,,
nairaland-c4406805b023,nairaland,english,not_about_candidate,1.0,0.02,strong,unclear,0.11,auto,v3,jev-1.13.0,"Re: A Generation Born And Raised Under Democracy, Left With No Opportunity by olarent : 7:44am bro,am 38years with 2houses planning to sell one and leave this country for the sake of my 2children. obeegee : I agree with this 100%. Many friends from my secondary school and university days who came from privileged homes, today are not doing upto to 10% as well as their parents did. Many struggling to survive on their own, talk less of starting a family. They all just seem to be floating in space and have no hopes for a decent future. We were one of the last generations to see what a ""fairly"" working country was like. I am 37 by the way, and many in my generation are simply lost. Cant imagine how bad it will be for those coming behind us. Future does not look good if this country does not make a rapid change. Birth rates are high, and a country with this level of unemployment and hopelessness among its youth is a ticking time bomb",,,,,,
nairaland-5f3b693cdf03,nairaland,english,not_about_candidate,0.9,0.02,strong,unclear,0.72,auto,v3,jev-1.13.0,Ezewuzie01 : Expect the demented Peter Obi to issue a press statement to claim glory for Adeleke's victory even though the agulu thief had nothing to do with it. Crying and pain after a huge loss like this is allowed. So carry on… Bucket still never full.,,,,,,
gdelt-4937c9a5d24c,gdelt,english,positive,0.21,0.9,calm,Bauchi,0.05,human_review,v3,jev-1.13.0,"APM : Makinde picks ex - DSS DG , Lawan Daura , as presidential running mate. The presidential candidate of the Allied Peoples Movement (APM) and Governor of Oyo State, Engr Seyi Makinde, on Thursday announced former Director-General of the Department of State Services (DSS), Lawal Musa Daura, as his running mate for the 2027 presidential election. Makinde made the announcement at the elective National Convention of the APM held at the Rilwanu Adamu Square, Government House, Bauchi, where he also declared that the task before the opposition ahead of the 2027 general election was bigger than merely winning power. He said the central challenge was to give Nigerians a genuine choice about the future of the country and demonstrate, with measurable plans and records, how an alternative government would improve their lives. “As we approach 2027, therefore, I believe the task before all of us is bigger than winning an election. It is to give Nigerians a real choice about the future of their country,” Makinde said. Congratulating the new national officers elected at the convention, the Oyo State governor said the APM had, within a short period, emerged as an opposition party to reckon with. He urged the new leadership of the party to work with other opposition political parties towards presenting a credible alternative to Nigerians in 2027, stressing that a viable opposition remained indispensable to the survival of democracy. “As I said during the Ibadan Declaration in April this year, the presence of credible opposition is what sustains democracy. “So, our new leaders must be ready to work with other opposition parties to ensure that we give Nigerians a credible alternative in the 2027 general election,” he said. Makinde said the coming campaign season would inevitably feature political slogans, promises and declarations by candidates but argued that Nigerians should demand more from those seeking to lead them. According to him, the 2027 election should be about measurable outcomes rather than government announcements, policies and promises that do not translate into improvements in the lives of citizens. “The 2027 election must be an election about outcomes. For too long, we have measured governance by announcements. We are presented with policy after policy, rather than evidence of whether those policies have made people’s lives better,” he said. Using the experiences of ordinary Nigerians to illustrate his point, Makinde said economic policies should ultimately be measured by citizens’ purchasing power rather than official statistics. “When our mothers go to the market, they don’t experience economic policy as a statistic. They experience it in what their money can buy. How much rice, beans and gari they can take home,” he said. He added that young Nigerians would judge employment policies by their ability to secure productive work and build independent lives, just as farmers would assess agricultural policies by their productivity, access to markets and whether farming had improved their economic condition. On security, Makinde said the effectiveness of government should not be determined by the number of security meetings held by officials but by whether Nigerians could live and pursue their livelihoods without fear. “Families do not judge security by the number of meetings government has held. They judge it by whether they can travel, farm, work and sleep with their two eyes closed,” he said. The APM candidate said the defining question of the 2027 election should therefore shift from what government claimed to have done to what had actually changed in the lives of Nigerians. “The question before Nigeria in 2027 should not simply be: What has government done? It should be: What has changed for Nigerians?” he said. He added that opposition candidates must equally subject themselves to scrutiny by explaining what they would do differently and the measurable improvements Nigerians should expect if they were elected. Makinde said his administration had applied the same principle in Oyo State by focusing not",,,,,,
nairaland-21582b9f29f6,nairaland,english,not_about_candidate,0.65,0.03,mild,unclear,0.12,human_review,v3,jev-1.13.0,", 2023 Hope it worked",,,,,,
nairaland-4b3b659a6abc,nairaland,english,not_about_candidate,0.98,0.02,strong,unclear,0.64,auto,v3,jev-1.13.0,I didn't hear Festus condemn APC attacks on opposition supporters in Abuja during the LG election. I also didn't see his comment on various attacks by APC leaders and thugs before and during Osun state governorship election. How can some people be petty and shameless.,,,,,,
nairaland_search-0a1c6eae9303,nairaland_search,english,not_about_candidate,0.91,0.02,strong,unclear,0.77,auto,v3,jev-1.13.0,Freetech : 5 months to the presidential election. This is a great achievement But where did they get the onlinevotes that placed opposition ahead of APC? Atiku and Obi are truly content creators It is not difficult to get something to deceive the gullible opposition we have. Afterall Ikemefuna Van Basten is still cashing out.,,,,,,
nairaland_search-08fe88640786,nairaland_search,mixed,not_about_candidate,0.91,0.02,strong,unclear,0.15,auto,v3,jev-1.13.0,Karlovych : I challenge Lamidi Amoda to prove he wasn't a known drug lord in Chicago You can only prove a positive Ọga. Please try and make your posts not just make sense but at least relevant to the thread topic.,,,,,,
nairaland-a812ba338bcc,nairaland,english,not_about_candidate,0.78,0.03,moderate,unclear,0.2,human_review,v3,jev-1.13.0,See how we're still conducting elections in 2026! Why wouldn't the world laugh at us?,,,,,,
legit_hausa-f0b55150b9f3,legit_hausa,hausa,not_about_candidate,0.17,0.96,calm,unclear,0.13,human_review,v3,jev-1.13.0,"""Tinubu Zai Sha Kaye,"" An Yi Hasashen Gwamnan da Zai Lashe Zaben Shugaban Kasa a 2027 - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Ahmad Yusuf, kwararren edita ne a Legit Hausa da ya shafe tsawon shekaru yana kawo muku rahotannin siyasa, nishadi da al'amuran yau da kullum Abuja, Nigeria - Jam'iyyar APM ta bayyana kwarin gwiwar cewa ɗan takararta na shugaban ƙasa, gwamnan jihar Oyo, Seyi Makinde , zai yi nasara a zaɓen 2027. Jam'iyyar ta ce tana ganin Makinde ya samu karɓuwa a wurin 'yan Najeriya a matsayin wanda zai gaji shugaban ƙasa, Bola Ahmed Tinubu . Rahoton Leadership ya ce APM ta sanar da cewa ta yi nasarar shigar bayanan Makinde da sauran 'yan takararta na zaɓen 2027 a shafin Hukumar Zaɓe Mai Zaman Kanta ta Ƙasa (INEC). Ana neman rusa takarar Atiku, INEC ta yi magana kan sunayen 'yan takara na tsagin ADC Da yake zantawa da manema labarai a Abuja ranar Litinin, sakataren yaɗa labarai APM na kasa, Abubakar Yusuf, ya ce an yi nasarar tura bayanan ɗan takarar shugaban ƙasa, mataimakinsa, da kuma 'yan takarar Sanata da na Majalisar Wakilai. Ya ce APM ta kuduri aniyar lashe zaɓen shugaban ƙasa da sauran zaɓuka, tare da ƙara faɗaɗa yaɗuwarta a matakin ƙasa da tabbatar da cewa 'yan takararta sun samu karɓuwa. A cewarsa, APM na ci gaba da samun sababbin mambobi da magoya baya saboda ganin gwamnan jihar Oyo , Seyi Makinde, da gwamnan jihar Bauchi, Bala Mohammed , sun shiga cikinta. ADC ta bukaci INEC ta binciki tsagin Nafi'u Bala kan zargin takardun bogi A cewarsa, 'yan takarar APM mutane ne masu nagarta, gaskiya da kuma kyakkyawan tarihi a fannoni daban-daban, waɗanda za su iya samar da shugabanci na gari, cewar rahoton Gurdian. Abubakar Yusuf ya ce matsalolin tsadar rayuwa, rashin tsaro, rashin aikin yi da durƙushewar tattalin arziki sun nuna cewa Najeriya na buƙatar sabon shugabanci. A wani rahoton, kun ji cewa jam’iyyar APC reshen Oyo ta bukaci Gwamna Seyi Makinde ya yi murabus daga mukaminsa idan har yana ganin ba shi da ikon kare rayuka. APC ta duki wannan mataki ne biyo bayan kalaman da Makinde ya yi yayin jawabin karɓar takarar shugaban ƙasa ta jam’iyyar APM a Ibadan . APC ta yi watsi da ikirarin Makinde cewa yana fuskantar ƙalubale wajen magance matsalar tsaro saboda dukkan tsarin tsaro yana ƙarƙashin ikon gwamnatin tarayya. Ahmad Yusuf                                    (Hausa editor) Ahmad Yusuf ma'aikacin jaridar Legit.ng sashin Hausa ya fara aiki a 2021, ya kware wajen kawo labarai da rahotanni da suka shafi siyasa da al'amuran yau da kullum. 
Matashin ɗan jaridar ya koyi Lissafi a digirinsa na farko a Jami'ar Kimiyya da Fasaha da ke Wudil, Kano (KUST) ya kuma samu shaidar kwarewa a fannin aikin jaridar zamani daga Reuters a 2022. Kafin fara aiki da Legit Ahmad ya yi aiki da jaridu da dama na turanci da Hausa tun 2012. 
Mail: ahmad.yusuf@corp.legit.ng 07032379262",,,,,,
nairaland_search-b009d1d3a6c2,nairaland_search,english,not_about_candidate,0.74,0.02,strong,unclear,0.14,human_review,v3,jev-1.13.0,"* . Modified: 11:45am On Jul 22 Anytime you are looking for real criminals ( kidnappers, assassins, r*pists and arm robbers) you don't need to find them in the ghetto, just move to the police station, they are all over there with black uniforms and assault rifles.",,,,,,
nairaland-63c44d48b745,nairaland,english,not_about_candidate,0.78,0.04,calm,unclear,0.11,human_review,v3,jev-1.13.0,", 2023 Alright",,,,,,
